,refs,trans,__index_level_0__,model_corrected
689,no no blood but ive just been feeling very tired all the time quite lethargic ,no logic but ive just been feeling very tired all the time quite look far yet ,6860,ive just been feeling very tired all the time dont quite look far yet 
690,and was there anything you were doing recently which you think may have contributed to it have you have you been doing lots of exercise been dehydrated um been having regular sexual intercourse or anything,and was there anything you were doing recently which you think may have contributed to it have you been have you been doing lots of exercise been dehydrated um been having regular sexual intercourse or anything,12184,and was there anything you were doing recently which you think may have contributed to it have you been have been doing lots of exercise been dehydrated um been having regular sexual intercourse or anything
691,no ok and any any other symptoms any vaginal discharge or anything like that,no ok and any any other symptoms any vaginal discharge or anything like that,12185,no ok and any any other symptoms any vaginal discharge or anything like that
692,no do you have regular periods,ok do you have regular periods,12186,ok do you have regular periods
693,ok,ok,12187,ok
694,um and in the past have you had any medical problems at all,um and uh in the past have you had any medical problems at all,12188,um and uh in the past have you had any medical problems at all
695,have you had any problems with your kidneys or any urine infections,have you had any problems with your kidneys or any urine infections,12189,have you had any problems with your kidneys or any urine infections
696,ok,ok,12190,ok
697,and hows that been recently any change in your bowel habit any blood when you pass stool,and how has that been recently any change in your bowel habit any blood when you pass stool,12191,and how has that been recently any change in your bowel habit any blood when you pass stool
698,in your ok um any change in your bowel habit any weight loss or anything,in your ok um any change in your bowel habit any weight loss or anything,12192,in your ok um any change in your bowel habit any weight loss or anything
699,ok are you in a private place so you can have a consultation today,ok are you in a private place so you can have a consultation today,12193,ok are you in a private place so you can have a consultation today
700,any other medical problems or surgery in the past,any other medical problems or surgery in the past,12194,any other medical problems or surgery in the past
701,do you take regular medications,do you take regular medications,12195,do you take regular medications
702,pardon no birth,pardon no bye,12196,pardon no bye
703,do you take that regularly,do you take that regularly,12197,do you take that regularly
704,ok and it do you take it three times a day,ok and it do you take it three times a day,12198,ok and do you take it three times a day
705,two hundred milligrams,200 mg,12199,200 mg
706,any allergies,any allergies,12200,any allergies
707,any allergies,any allergies,12201,any allergies
708,youre allergic to clindamycin ok,youre allergic to clindamycin ok,12202,youre allergic to clindamycin ok
709,and anyone in your family had any medical problems,and anyone in your family had any medical problems,12203,and anyone in your family had any medical problems
710,ok what can i do for you,ok what can i do for you,12204,ok what can i do for you
711,thats fine and whereabouts do you live do you live with friends family,thats fine and whereabouts do you live do you live with friends family,12205,thats fine and whereabouts do you live do live with friends family
712,ok and where do you work whats your job,ok and where do you work whats your job,12206,ok and where do you work whats your job
713,ok do you drink alcohol at all,ok do you drink alcohol at all,12207,ok do you drink alcohol at all
714,so how much in a average week,so how much in an average week,12208,so how much in an average week
715,ok and do you smoke,ok do you smoke,12209,ok do you smoke
716,ok um it sounds very much like you might have an infection in your urine did you say you havent felt feverish,ok um it sounds very much like you might have an infection in your urine did you say you havent felt feverish,12210,ok um it sounds very much like you might have an infection in your urine did you say you havent felt feverish
717,have you got a thermometer at home,have you got a thermometer at home,12211,have you got a thermometer at home
718,ok it would be helpful if you could get a thermometer from the pharmacy and do check your temperature just to make sure that it isnt going up and down,ok it would be helpful if you could get a thermometer from the pharmacy and do check your temperature just to make sure that it isnt going up and down,12212,ok it would be helpful if you could get a thermometer from the pharmacy and do check your temperature just to make sure that it isnt going up and down
719,um normally we can treat this infection without having to test your urine uh with with a course of antibiotics,um normally we can treat this infection without having to test your urine uh with with a course of antibiotics,12213,um normally we can treat this infection without having to test your urine uh with with a course of antibiotics
720,um how do you feel about that are you happy to take a course of antibiotics,um how would you feel about that are you happy to take a course of antibiotics,12214,um how would you feel about that are you happy to take a course of antibiotics
721,ok and how long has that been going on for,ok and how long has that been going on for,12215,ok and how long has that been going on for
722,it would just be for three days,it would just be for three days,12216,it would just be for three days
723,um,um,12217,um
724,yes so i can send a prescription through to your requested pharmacy for that if you take them as soon as you can get them pick them up as soon as you can and start taking them,yes so i can send a prescription through to your requested pharmacy for that if you take them as soon as you can get them pick them up as soon as you can and start taking them,12218,yes so i can send a prescription through to your requested pharmacy for that if you take them as soon as you can get them pick them up as quick as can and start taking them
725,the other thing which is important to do is to drink lots of water so two and a half to three litres a day,the other thing which is important to do is to drink lots of water so 25 to 3 liters a day,12219,the other thing which is important to do is to drink lots of water so 25 to three liters a day
726,um you can get some cranberry juice and take drink that as well that sometimes helps and also some sachets um which you can get from the chemist some sachets which just help change the acidity of your urine so i i can put the details of that on your notes,um you can get some cranberry juice and take drink that as well that sometimes helps and also some sachets um which you can get from the chemist and sas which just help change the acidity of your urine so i i can put the details of that on your notes,12220,um you can get some cranberry juice and take drink that as well that sometimes helps and also some sachets um which you get from the chemist and sas which just help change the acidity of your urine so i i can put the details of that on your notes
727,um if you feel like your pain is getting worse or not settling you get lower back pain um or youre getting a high temperature or you have any problems actually passing urine then its very important that we speak to you again,um if you feel like your pain is getting worse or not settling you get lower back pain um or youre getting a high temperature or you have any problems actually passing urine then its very important that we speak to you again,12221,um if you feel like your pain is getting worse or not settling you get lower back pain um or youre getting a high temperature or have any problems actually passing urine then its very important that we speak to you again
728,um the other thing is that if it becomes a common thing or a recurrent problem then we need to talk to you again about it,and the other thing is if it becomes a common thing or recurrent problem then we need to talk to you again about it,12222,and the other thing is if it becomes a common thing or recurrent problem then we need to talk to you again about it
729,no not if youre better if youre if you feel like your symptoms get worse at any point or theyre not resolving with the treatment or you keep getting a similar um you keep getting a similar problem reccurently then its important for us to talk talk to you in more detail about that,no not if youre better if you if you feel like your symptoms get worse at any point or theyre not resolving with the treatment or you keep getting a similar um you keep getting a similar problem recurrently then its important for us to talk talk to you in more detail about that,12223,no not if youre better if if feel like your symptoms get worse at any point or theyre not resolving with the treatment or you keep getting a similar um you kept getting the similar problem recurrently then its important for us to talk talk to you in more detail about that
730,um have you got any other questions,um have you got any other questions,12224,um have you got any other questions
731,um so have you already requested a pharmacy through babylon,um so have you already requested a pharmacy through babylon,12225,um so have you already requested a pharmacy through babylon
732,pardon,pardon,12226,pardon
733,can i just check that with you,can i just check that with you,12227,can i just check that with you
734,ok thats fine so the antibiotics that im gonna prescribe um will go through to that pharmacy,ok thats fine so the antibiotics that im gonna prescribe um will go through to that pharmacy,12228,ok thats fine so the antibiotics that im gonna prescribe um will go through to that pharmacy
735,and then youll be able to pick them up from there,and then youll be able to pick them up from there,12229,and then youll be able to pick them up from there
736,um i would give it longer than that give it a an hour or so,um i would give it longer than that give it an hour or so,12230,um i would give it longer than that give an hour or so
737,ok all right then take care bye,ok all right then take care bye,12231,ok alright then take care bye
738,sorry i,so i had to,12232,so i had to
739,six days ok and just tell me a bit more about that how did it start,six days ok and just tell me a bit more about that how did it start,12233,six days ok and just tell me a bit more about that how did it start
740,ok and have you had any other symptoms along with that have you had any abdominal pain or back lower back pain at all,ok and have you had any other symptoms along with that have you had any abdominal pain or ba lower back pain at all,12234,ok and have you had any other symptoms along with that have have any abdominal pain or lower back pain at all
741,hi my name is susan um thirty redbridge street sw two two hz,hi my name is susan um 30 redbridge street s w2 2 hz,12235,hi my name is susan um thirty redbridge street s w2 2 hz
742,forty oh two nineteen seventy four,14 o2 1974,12236,nineteen eighty two nineteen seventy two
743,seven,seven,12237,three
744,comes and goes,comes and goes,12238,comes and goes
745,yes but ive had spotted uh blood in my urine spots,yes but ive had spotted uh blood in my urine spots,12239,yes but ive had spotted uh blood in my urine spots
746,yes,yes,12240,yes
747,yes,yes,12241,yes
748,no not at all,no not at all,12242,no not at all
749,no ive got,no ive got,12243,no ive got
750,um and no loin pain as well,um and no low in pain as well,12244,um and no low in pain as well
751,no,no,12245,no
752,yes i am,yes i am,12246,yes i am
753,no,no,12247,no
754,no,no,12248,no
755,no just the blood spot in my,no just the blood spot in my,12249,no just the blood spot in my ear
756,yes i do,yes i do,12250,yes i do
757,no medical no,no medical no,12251,no medical no
758,i had ibs before,i had i bs before,12252,i had i bs before
759,yeah ive had spotting in my urine,yeah ive had spotting in my urine,12253,yeah ive had spotting in my urine
760,no,no,12254,no
761,no,no,12255,no
762,no,no,12256,no
763,it hurts when i pee,it hurts when i pee,12257,it hurts when i pee
764,ive had mebeverine mebeverine ive had mebeverine,ive had ive had meine,12258,ive had ive have migraines
765,yes,yes,12259,yes
766,yes i do,yes i do,12260,yes i do
767,yes,yes,12261,yes
768,clindamycin,clindamycin,12262,clindamycin
769,no,no,12263,no
770,i live with friends,i live with friends,12264,i live with friends
771,im a support worker,mis worker,12265,mis worker
772,occasionally,occasionally,12266,occasionally
773,one glass of wine a week,one glass of wine a week,12267,one glass of wine a week
774,it stays now,six days now,12268,six days now
775,no,no,12269,no
776,no fever at all,no fever at all,12270,no fever at all
777,no,no,12271,no
778,ok,ok,12272,ok
779,ok,ok,12273,ok
780,yes i would be,yes i would be,12274,yes i would be
781,ok,ok,12275,ok
782,get my prescription,you have to get my prescription,12276,you have to get my prescription
783,yeah,yeah,12277,yeah
784,uh six days,uh six days,12278,uh six days
785,ok then,ok then,12279,ok then
786,ok,ok,12280,ok
787,so do i have to call after i finish my course of antibiotics,so do i have to call after i finish my course of antibiotics,12281,so do i have to call after i finish my course of antibiotics
788,ok,ok,12282,ok
789,yeah,yeah,12283,yeah
790,ok then,ok dokey,12284,ok
791,uh no uh where will be the pharmacy ill be picking up my medication from,uh no uh what would be the pharmacy ill be picking up my medication from,12285,uh no uh what would be the pharmacy ill be picking up my medication from
792,yes i did,yes i did,12286,yes i did
793,knightsbridge practice,knights bridge practice,12287,knights bridge practice
794,how soon,also,12288,also
795,um ive got this thing when i pee and it hurts when i go to the loo and ive got this very unpleasant smell that comes out,um ive got this sting when i pee and it hurts when i go to the loo and ive got this very unpleasant smell that comes out,12289,um ive got this sting when i pee and it hurts when im going to the loo and ive got a very unpleasant smell that comes out
796,how soon is that gonna be at the practice in five minutes,how soon is that gonna be at the practice in five minutes,12290,how soon is that gonna be at the practice in five minutes
797,all right then thank you ill pick that at lunchtime,all right then thank you ill pick that at lunch time,12291,all right then thank you ill pick that at lunch time
798,thank you,thank you,12292,thank you
799,bye,yes bye,12293,yes bye
800,ive got pain in my tummy,ive got pain in my tummy,12294,ive got pain in my tummy
801,in my lower tummy,in my lower tummy,12295,in my lower tummy
802,in the middle,in the middle,12296,in the middle
803,hi there im doctor smith from babylon,hi there im doctor smith from babylon,12297,hi there im doctor smith from babylon
804,hi there can you just confirm your name date of birth and the first line of your address first of all please,hi there can you just confirm your name date of birth and the first line of your address first of all please,12298,hi there can you just confirm your name date of birth and the first line of your address first of all please
805,and what time do you get to sleep,and what time do you get to sleep,12299,and what time do you get to sleep
806,ok and when you eventually get to sleep do you wake up with your alarm in the morning or does something else wake you up before then,ok and when you eventually get to sleep do you wake up with your alarm in the morning or does something else wake you up before then,12300,ok and when you eventually get to sleep do you wake up with your alarm in the morning or does something else wake you up before then
807,ok and so how many hours sleep do you think you get a night,ok and so how many hours of sleep do you think you get a night,12301,ok and so how many hours of sleep do you think you get a night
808,ok and what about your eating patterns any change in how youre eating or whether you your appetites changed,ok and what about your eating patterns any change in how youre eating or whether you your appetite has changed,12302,ok and what about your eating patterns any change in how youre eating or whether your appetite has changed
809,ok youre eating regularly otherwise,ok youre eating regularly otherwise,12303,ok youre eating regularly otherwise
810,ok and you told me about the palpitations just tell me a bit more about that,ok and you told me about the palpitations just tell me a bit more about that,12304,ok and you told me about the palpitations just tell me a bit more about that
811,does it feel like a regular fast beat or an irregular beat,does it feel like a regular fast beat or an irregular beat,12305,does it feel like a regular fast beat or an irregular beat
812,and how long do you think it lasts for when you get it,and how long do you think it lasts for when you get it,12306,and how long do you think it lasts for when you get it
813,ok is that something that youve had before this or is that a new thing,ok is that something that youve had before this or is that a new thing,12307,ok is that something that youve had before this or is it a new thing
814,my names,my name is,12308,my name is
815,ok any chest pain with that,ok any chest pain with that,12309,ok any chest pain with that
816,ok,ok,12310,ok
817,and in the daytime how how you said you youre not getting much sleep so hows your energy level in the daytime,and in the daytime how how you said you youre not getting much sleep so hows your energy level in the daytime,12311,and in the daytime how how you said you youre not getting much sleep so hows your energy level in your daytime
818,ok so what do you do in the evenings,ok so what do you do in the evenings,12312,ok so what do you do in the evenings
819,ok and are you avoiding contact with friends or do you still see them,ok and d are you avoiding contact with friends or do you still see them,12313,ok and d are you avoiding contact with friends or do you still see them
820,ok what about hobbies or exercise or anything else outside work do you do anything else outside work,ok what about hobbies or exercise or anything else outside work do you do anything else outside work,12314,ok what about hobbies or exercise or anything else outside work do you do anything other inside work
821,and have you has it ever got so bad that youve actually had to miss work,and have you has it ever got so bad that youve actually had to miss work,12315,and have you has it ever got so bad that youve actually had to miss work
822,ok,ok,12316,ok
823,and whats the worst that its got have you ever been um so overwhelmed that you couldnt get in to the office you couldnt go into a situation,and whats the worst that its got have you ever been um so overwhelmed that you couldnt get into the office you couldnt go into a situation,12317,and whats the worst that its got have you ever been um so overwhelmed that you couldnt get into the office you cannt go into a situation
824,have you ever had a panic attack,have you ever had a panic attack,12318,have you ever had a panic attack
825,ok are you in a private place where you can have a confidential consultation today,ok are you in a private place where you can have a confidential consultation today,12319,ok are you in a private place where you can have a confidential consultation today
826,ok and apart from work are there any other situations which evoke quite extreme anxiety like being in public places social situations public transport anything like that,ok and apart from work are there any other situations which evoke quite extreme anxiety like being in public places social situations public transport anything like that,12320,ok and apart from work are there any other situations which evoke quite extreme anxiety like being in public places social situations public transport anything like that
827,ok before this did you have any similar times in your life when you felt like this,ok before this did you have any similar times in your life when you felt like this,12321,ok before this did you have any similar times in your life when you felt like this
828,ok and what about your mood day to day i mean i can see that youre quite distressed by like that do you ever get really down about this,ok and what about your mood day to day i mean i can see that youre quite distressed by it but do you ever get really down about this,12322,ok and what about your mood day to day i mean i can see that youre quite distressed by it but do you ever get really down about this
829,when do you think you last felt yourself,when do you think you last felt yourself,12323,when do you think you last felt yourself
830,and has your mood ever been so low that youve felt like you just couldnt carry on with your job or with your life or with your normal uh things as they were going on,and has your mood ever been so low that you felt like you just couldnt carry on with your job or with your life or with your normal things as they were going on,12324,and has your mood ever been so low that you felt like you just couldnt carry on with your job or with you life or your normal things as they were going on
831,yeah ok and where do you who do you live with at home,yeah ok and where do you who do you live with at home,12325,yeah ok and where do you who doyou live with at home
832,who do you live with at home,who do you live with at home,12326,who do you live with at home
833,um and how much alcohol do you have in an average week do you think,um and how much alcohol do you have in an average week do you think,12327,um and how much alcohol do you have in an average week do
834,ok so how much would you would you guess,ok so how much would you would you guess,12328,ok so how much would you would have you guess
835,ok do you smoke or take any other drugs or anything,ok do you smoke or take any other drugs or anything,12329,ok do you smoke or take any other drugs or anything
836,what can i do for you,what can i do for you,12330,what can i do for you
837,ok and have you done anything yourself to help have you have you talked to anyone talked to any counsellors done any online looked online at all any ways to,ok and have you done any anything yourself to help if you ha have you talked to anyone talked to any counselors done any online looked online at all any ways to,12331,ok and have you done any anything yourself to help if you have have had you talked to anyone talk to any counselors online at all any ways to
838,ok,ok,12332,ok
839,ok,ok,12333,ok
840,and would you be happy to have some one to one therapy,and would you be happy to have some 1 to 1 therapy,12334,and would you be happy to have some one to one therapy
841,ok i mean what we would suggest in the first instance is to to so you can self refer via the nhs for what we call like talking therapy which is a type of inter behavioural where they can really look at your situation how youre reacting to the why whats provoking anxiety and what you can do to try and overcome that,ok i mean what we would suggest in the first instance is to to so you can self refer via the nhs for what we call like talking therapy which type of behavioral therapy where they can really look at your situation how youre reacting to the what whats provoking the anxiety and what you can do to try and overcome that,12335,ok i mean what we would suggest in the first instance is to to so you can self refer via the nhs for what are we call like talking therapy which type of behavioral therapy where they can really look at your situation how youre reacting to the what whats provoking the anxiety and what can you do to try and overcome that
842,um so i can send you the link for that,um so i can send you the link for that,12336,um so i can send you the link for that
843,um in the meantimes it can be a bit of a wait there are some online resources that are really helpful um can put the details on there and you can get on with them straight away and try and work through them as well,um in the meantime it can be a bit of a wait there are some online resources that are really helpful um put the details on there and you can get on with them straight away and try and work through them as well,12337,um in the meantime it can be a bit of a wait there are some online resources that are really helpful um put the details on there and you can get on with them straight away and try and work through them as well
844,um and if youre feeling like its not helping at all or your anxiety is getting worse to the point where you cant cope with work or you cant just do your normal things day to day then its important for us to for you to give us a call back and just discuss that further,um and if youre feeling like its not helping at all or your anxiety is getting worse to the point where you cant cope with work or you cant just do your normal things day to day then its important for us to for you to give us a call back and just discuss that further,12338,um and if youre feeling like its not helping at all or your anxiety is getting worse to the point where you cant cope with work or you can just do your normal things day to day then its important for us to for you to give us a call back and just discuss that further
845,i mean some people with anxiety they do need to take medication to control that but thats not something that wed suggest in the first instance,i mean some people with anxiety they do need to take medication to control that but thats not something that we suggest in the first instance,12339,i mean some people with anxiety they do need to take medication to control that but thats not something that we suggest in the first instance
846,and ill put some more information on your notes about helping with your sleep patterns and things like that,and ill put some more information on your notes about helping with your sleep patterns and things like that,12340,and ill put some more information on your notes about helping with your sleep patterns and things like that
847,ok do you mind just telling me a bit more about when it started do you think theres something which changed in your life at that time,ok do you mind just telling me a bit more about when it started do you think theres something which changed in your life at that time,12341,ok do you mind just telling me a bit more about when it started do do think theres something which changed in your life at that time
848,um in terms of palpitations it is most likely to be a associated with anxiety but its probably worth having couple of basic blood tests just to make sure that theres not something triggering that off and then arranging a gp follow up a week after youve had the tests so we can just go through the results with you,um in terms of the palpitations it is most like to be associated with anxiety but its probably worth having a couple of basic blood tests just to make sure that theres not something triggering that off and then arranging a gp follow up a week after youve had the test and we can just go through the results with you,12342,um in terms of the palpitations it is most like to be associated with anxiety but its probably worth having a couple of basic blood tests just to make sure that theres not something triggering that off and then arranging a gp follow up a week after youve had the test and we can just go through the results with you
849,so if you call the support line you can arrange the to have the blood test done,so if you call the support line you can arrange the and have the blood test done,12343,so if you call the support line you can arrange the and have the blood test done
850,ok,ok,12344,ok
851,all right take care,all right take care,12345,all right take care
852,sorry,sorry like way,12346,sorry like way
853,whats your job,whats your job,12347,whats your job
854,ok so um just day to day tell me from the start of your day how it affects you you said that you you dread going to work,ok so um just day to day tell me from the start of your day how it affects you said you you you dread going to work,12348,ok so um just day to day tell me from the start of your day how it affects you said you you dread going to work
855,how how does it affect you in terms of like your sleep at night and things like that,how how does it affect you in terms of like your sleep at night and things like that,12349,how does it affect you in terms of like your sleep at night and things like that
856,ok so what time what time do you go to bed at night time,ok so what what time do you go to bed at night time,12350,ok so what what time do you go to bed at night time
857,hi,hi,12351,hi
858,yeah uh my name is valerie cole my date of birth is the nineteenth of september nineteen ninety three,yeah uh my name is valerie cole my date of birth is the 19th of september 1993,12352,yeah uh my name is valerie cole my date of birth is the nineteen twenty ninth of september nineteen ninety two
859,right,right,12353,right
860,yeah this is really so i i ive as i say like i dont want to go to work in the morning so i just find no way of i cant get out of bed,yes so what so ii i as i say like i dont want to go to work in the morning so i just find no way of i cant get out of bed,12354,yes so what so i as i say like i dont want to go to work in the morning so just find no way of i cant get out of bed
861,but its also because when i leave i just when ive left work i just feel so stressed and so worried about everything ive done i cant get to sleep for hours and hours and hours so i,but its also because when i leave i just when ive left work i just feel so stressed and so worried about everything that ive done i cant get to sleep for hours and hours and hours so i,12355,but its also because when i leave work i just when ive left work  just feel so stressed and so worried about everything that ive done i cant get to sleep for hours and hours uh so i
862,about ten eleven probably,about 10 11 probably,12356,about ten eleven probably
863,not for ages im im lying awake all night,not for ages im im lying awake all night,12357,not for ages im im lying awake all night
864,mmm,mm,12358,mm
865,so i find my my heart kind of racing and then im just like panicking that im gonna be late and that thats gonna make work even more stressful so i do have an alarm but i find myself waking up before that cause im just my heart is racing and actually the other day i was just like i was lying in bed and i really thought my heart was racing so much i thought i was gonna have a heart attack in the morning,so i find my my heart kind of racing and then im just like panicking that im gonna be late and that thats gonna make work even more stressful so i do have an alarm but i find myself waking up before that because im just my heart is racing and actually the other day i was just like i was lying in bed and i really thought my heart was racing so much i thought i was gonna have a heart attack in the morning,12359,so i find my my heart kind of racing and then im just like panicking that im gonna be late and that thats gonna make work even more stressful so i do have an alarm but i always find myself waking up before that because my just myheart is racing so actually the other day i was really like l was lying in bed and i really thought my hearts were beating so much i thought im going to have a heart attack in the morning
866,i just i cant even tell because i feel like im even when im in sleep its such a shallow sleep but maybe three four hours im getting now,si just i cant even tell because i feel like im even when im in sleep its such a shallow sleep but maybe 34 hours im getting now,12360,i just i cant even tell because i feel like im even when im in sleep its such a shallow sleep but maybe three four hours im getting now
867,probably not significant changes maybe no i wouldnt say that i wouldnt say that im eating like much differently ohh that i probably have more chocolate than normal just because i feel so down,probably not significant changes maybe no i wouldnt say that i wouldnt say im eating like much differently although id probably have more chocolate than normal just because i feel so down,12361,probably not significant changes maybe no i wouldnt say that i willnt saying im eating like much differently although id probably have more chocolate than normal just because i feel so down
868,yeah,yeah oh,12362,yeah
869,my address is uh sixty four cliveden place in south wimbledon,my address is uh 64 cliveden place in south wimbledon,12363,my address is uh sixty four cliveden place in south wimbledon
870,yeah so um its its usually kind of like when i realise in the morning that either um i feel like im gonna be late because ive like overslept cause im so tired,yeah so im its its usually kind of like when i realize in the morning that either um i feel like im gonna be late because ive like overslept cause im so tired,12364,yeah so im its its usually kind of like when i realize in the morning that either um i feel like im gonna be late because ive like overslept cause im so tired
871,um or i wake up in a panic thinking i am gonna be late so its just kind of like just a constant like rapid heart beating its just really really stressful i dont know if its stress or if or i did think it was like a heart problem really actually,um or i wake up in a panic thinking im gonna be late so its just kind of like just a constant like rapid heart beating its really really stressful i dont know if its stress or i did think it was like a heart problem initially,12365,um or i wake up in a panic thinking im gonna be late so its just kind of like just a constant like rapid heart beating its really really stressful i dont know if its stress or uh i did think it was like a heart problem initially
872,irregular i think,irregular i think,12366,irregular i think
873,ohh it can be anything i think couple of minutes or the other day i was actually just sort of lying there for like holding my hand on my chest for like ten minutes,oh it can be anything i think it was like a couple of minutes or the other day i was actually just sort of lying there for like holding my hand on my chest for like 10 minutes,12367,ohh it can be anything i think it was like a couple of minutes or the other day i was actually just sort of lying there for like holding my hand on my chest for about ten minutes
874,yeah but i would say this is only in the past sort of like couple of months as i say that ive been experiencing this,yeah i would say this is only in the past sort of like a couple of months as i say that ive been experiencing it,12368,yeah i would say this is only in the past sort of like a couple of months as i say that ive been experiencing it
875,no um well yeah its painful to when the heart when my heart is beating fast but but yeah,no um well yeah its painful to when the heart when my heart is being fast but but yeah,12369,no um well yeah its painful to when i feel heart when my heart is being fast but but yeah
876,its just really really low i mean i im finding now that im just i find no enjoyment at all,its just really really low i like im finding now that im just i find no enjoyment at all,12370,its just really really low i like im finding now that im just i find no enjoyment at all
877,its kind of day to day and anything that im doing its not just my job its you know when i leave im just so tired that anything that previously was really fun is just not its not enjoyable and im like yeah on edge the whole time,its kind of day to day and anything that im doing its not just my job it you know when i leave im just so tired that anything that previously was really fun is just not its not enjoyable and im uh like yeah on edge the whole time,12371,its kind of day to day and anything that im doing its not just my job it you know when i leave im just so tired that anything thats previously been really fun is just not itsnt enjoyable and im uh like yeah on edge the whole time
878,well right now im im working so late and everything is really really stressful so i dont really get much time to myself but when i do wanna go out or you know see friends or just relax it it seems quite difficult to do that,well right now i im working so late everything is really really stressful so i dont really get much time for myself but when i do wanna go out or you know see friends or just relax it it seems quite difficult to do that,12372,well right now im working so late everything is really really stressful so i dont really get much time for myself but when i do wanna go out or you know see friends or just relax it it seems quite difficult to do that
879,i avoid them insomuch that i feel like im,i avoid them in so much that i feel like im,12373,i avoid them in so much that i feel like im sick
880,yes i am yeah,yes i am yeah,12374,yes i am yeah
881,yeah so i mean sometimes it just i know that im not gonna have fun because i dont want to go out and do things that i would normally have done,yeah so i mean sometimes it just i know that im not gonna have fun because i dont want to go out and do things that i would normally have done,12375,yeah so i mean sometimes it just i know that im not gonna have fun because i dont want to go out and do things that i would normally have done
882,yeah as i say like everything that i had previously been doing has been just difficult to continue with like i did used to like to like go running and,yeah as i say like everything that ive had previously been doing has been just difficult to continue with like i did used to like to like go running and,12376,yeah as i say like everything that ive previously been doing has been just difficult to continue with like i did used to like go running and
883,and to play tennis and stuff but now its just not im just not enjoying it im not im not like im not going out to do that quite so much,um to play tennis and stuff but no its just not im just not enjoying it im not im not like im not going out to do that quite so much,12377,um to play tennis and stuff but no its just not im just im enjoying it im not like im going out to do that quite so much
884,no cause i think that would just add to the tension but i do like pretty much every morning i think ohh i should call in sick or like just not go,no cause i think that would just add to the tension but i do like pretty much every morning i think oh i should call in sick or like not go,12378,no cause i think that would just add to the tension but i do like pretty much every morning i like i should call in sick or like not go
885,um,mm um,12379,mm um
886,no i wouldnt say so i think ive always managed to make it to work,no i wouldnt say so i think ive always managed to make it to work,12380,no i wouldnt say so i think ive always managed to make it to work
887,but i i wonder if its building up so this is why i wanted to call im just worried its building up to that and i dont know what to do cause i have feel it felt it get worse and worse over the past couple of months,but i i wonder if its building up so this is why i wanted to call cause i im worried its building up to that i dont know what to do cause i have feel it felt it get worse and worse over the past couple of months,12381,but i i wonder if its building up so this is why i wanted to call cause i im worried its Building up to that i dont know what to do cause ive feel it felt it get worse and worse over the past couple of months
888,yeah i mean i find public transport really stressful anyway especially being on the tube its cause its quite getting warmer so its just really airless,yeah i mean i find public transport really stressful in a way especially being on the cheap cause its quite getting warmer so its just really airless,12382,yeah i mean i find public transport really stressful in a way especially being on the cheap cause its quite getting warmer so its just really airless
889,um but i think the majority of it cause my life is just so focused around work right now the majority of it is focused around work as well,um but i think the majority of it because my life is just so focused around work right now the majority of it is focused on work as well,12383,um but i think the majority of it because my life is just so focused around work right now the vast majority is focused on work as well
890,not really i im no i would say i mean everybody always has a bit of tension a bit of anxiety but ive never felt anything this bad before,not really i i no i would say i mean everybody always has a bit of tension a bit of anxiety but ive never felt anything thats bad before,12384,not really i i no i would say i mean everybody always has a bit of tension a little anxiety but ive never felt anything thats bad before
891,um ive been feeling really anxious over the past few months um i just get really nervous every morning about leaving the house and its started to really worry me and just add up and build up on that anxiety and i just didnt know who to talk to or so i wanted to check with my gp,um ive been feeling really anxious over the past few months um i just get really nervous every morning about leaving the house and it started to really worry me and just add up and build on that anxiety and i just didnt know who to talk to so i wanted to check with my gp,12385,um ive been feeling really anxious over the past few months um i just get really nervous every morning about leaving the house and it started to really worry me and just add up and build on that anxiety and i didnt know who to talk to so i wanted to check with my gp
892,yeah,yeah,12386,yeah
893,um i mean yeah yeah cause i do yeah im pretty much down like i dont enjoy being and not just my day at all cause,um i mean yeah yeah cause i do yeah im pretty much down like i dont enjoy it being in my with my day at all because,12387,um i mean yeah yeah cause i do yeah im pretty much down like i dont enjoy it being in my with my day at all because
894,im just so worried about everything um and i find that even when im not like even at the weekends and stuff its just the kind of like constant feeling of just being a bit down a bit unhappy,im just so worried about everything um and i find that even when im not like even at the weekends and stuff its just the kind of like constant feeling of just being a bit down a bit unhappy,12388,im just so worried about everything um and i find that even when im not like even at the weekends and stuff its just the kind of like constant feeling of just being a bit down a little unhappy
895,um,um,12389,um
896,i dont know thats a good question i cant really i cant really put a on that at all,i dont know if thats like a question i cant really i cant really put a date on that call,12390,i dont know if thats like a question i cant really i can really put a date on that call
897,i wouldnt no i wouldnt say that ive had i havent had any suicidal thoughts or any thoughts that have been that extreme like i havent,i wouldnt no i wouldnt say that ive had i havent had any suicidal thoughts or any thoughts that have been that extreme like i,12391,i wouldnt no i would not say that ive had i havent had any suicidal thoughts or any thoughts that have been that extreme like i
898,you know i have i have a good support system like i do have good family and stuff so i i have i dont have uh worries about actually wanting to um not go on its just that i dont wanna go on like this,you know i have i have a good support system like i do have a good family and stuff so i i have i dont have worries about actually wanting to um not go on its just that i dont want to go on like this,12392,you know i have i had a good support system like i do have good family and stuff so i i feel i dont have worries about actually wanting to um not go on its just that ive dont want to goes on like this
899,sorry,sorry,12393,sorry
900,yeah i live with my parents just my parents,yeah i live with my parents just my parents,12394,yeah i live with my parents just my family
