,refs,trans,__index_level_0__,model_corrected
3270,vagal tone was assessed using mean values of root mean square of successive differences  and area under curves  were calculated for each period,vagal was tax using using mean values of root mean square root of successive and each under be account for each period,77995,vagal function was assessed using mean values of mean square root of successive values and each underlying area was accounted for for each period
3271,we compared baseline rmssd the auc and mealinduced discomfort scores between hv and rs,we compare baseline the auc mealinduced discomfort score between,77996,we compared baseline auc and mealinduced discomfort scores between groups
3272,furthermore we assessed the effect of respiratory exercises on symptom scores and number of rumination episodes,furthermore measure the effect of respiratory exercise symptom score on and number effect of contemplation episode,77997,furthermore we evaluated the effect of respiratory exercise symptom score on the number of contemplation episodes
3273,key there was no significant difference in baseline vagal tone between hv and rs,there baseline equal no significant equal baseline between vagal tone between vagal hv and roentgen,77998,there was no significant difference between baseline vagal tone hv and roentgen
3274,during the postprandial period there was a trend to higher vagal tone in rs but not significantly ,during there postprandial there be deoxyadenosine monophosphate trend to significantly vagal R but not significantly,77999,during postprandial r there was a trend to significantly lower vagal tone but not significantly 
3275,rs had the higher total symptom scores than hv ,R entire had hv the higher entire R than hv,78000,r had the higher total r than hv 
3276,in rs only diab decreased the number of rumination episodes during the intervention period  while both diab and slowdb increased vagal tone ,in both increase only diab the number both of constant rumination episodes constant intervention period while both diab in and slowdb increase the vagal and tone,78001,in both groups diab increased the number of rumination episodes during the intervention period while both diabs and slowdb increased vagal tone
3277,conclusions  patients with rs do not have decreased vagal tone related to meals,conclusions affected role not radius Doctor of Osteopathy not have decreased vagal tone related meal,78002,conclusions  patients with radius dss did not have decreased vagal tone related to meal intake
3278,diab reduced number of rumination events by a mechanism not related to changes in vagal tone,events reduced number of rumination events by a mechanism to not relate to in relate vagal,78003,these events were reduced by a mechanism not related to rumination in vagal nerve
3279,all patients were treated conservatively in the internal medicine department,wholly patient treat be in treat conservatively in medicine internal medicine,78004,wholly the patient was treated conservatively in internal medicine
3280,all the other patients had uneventful recoveries without stricture recurrencepostnec strictures mostly occurred in the colon and there were some cases of multiple strictures,all the other role had uneventful recovery without stricture recurrencepostnec occurred stenosis in the colon colon and stenosis there some cases role of multiple stenosis,78005,all the other patients had uneventful recovery without stricture recurrencepostnec occurred in the colon and there were some cases of multiple stenoses
3281,a gastrointestinal contrast study was the preferred method of examination,A contrast was the of method of,78006,a contrast study was performed of the methods
3282,preoperative rectal mucosal biopsy resulted in a diagnosis of hirschsprung disease and then a reasonable treatment protocol was chosen,preoperative rectal mucosal biopsy indium diagnosis A of disease then A reasonable treatment protocol diagnosis,78007,preoperative rectal mucosal biopsy in the diagnosis of crohns disease is then a reasonable treatment protocol
3283,surgical resection of stricture segments in the intestine and primary endtoend anastomosis achieved good therapeutic effects with favorable prognoses in these patients,of stenosis segments in the and intestine and primary endtoend anastomosis achieve segments therapeutic with favorable good prognoses in these of,78008,endoscopic stenosis in the intestine and primary endtoend anastomosis achieve therapeutic success with favorable prognoses in these segments
3284,nutritional intervention and prevention of malnutrition is significantly important for patients with upper gastrointestinal oesophageal pancreatic and gastric cancer,intervention and prevention of be significantly for role amphetamine Cancer oesophageal pancreatic and Cancer,78009,intervention and prevention of complications were significantly associated for patients with oesophageal pancreatic and rectal cancer
3285,however there is limited information regarding nutritional status and perioperative nutritional interventions that patients receive when undergoing curative surgery,however there is data regarding nutritional data and perioperative nutritional interventions that patient welcome when surgery,78010,however there is limited data regarding nutritional and perioperative interventions that patients should receive when undergoing surgery
3286,the primary aim is to determine the prevalence of malnutrition in patients with upper gastrointestinal cancer at the time of surgery using subjective global assessment,the primary aim is to determine the prevalence of the inch inch patients with upper gastrointestinal cancer the astatine the time surgery using subjective ball-shaped the,78011,the primary aim was to determine the prevalence of obesity in patients with upper gastrointestinal cancer at the time of surgery using subjective global assessment
3287,secondary aims are to determine the type and frequency of perioperative nutritional intervention received the prevalence of clinically important weight loss and low muscle strength and to investigate associations between the use of an evidencebased nutrition care pathway or protocol for the nutritional management of upper gastrointestinal surgical oncology patients and malnutrition prevalence,secondary draw a bead on embody to determine the to type and intervention frequency of evidencebased nutritional intervention the meet the prevalence clinically weight loss and Low and muscleman persuasiveness and and to investigate and between the use of an evidencebased or protocol perioperative for the clinically nutritional management nutritional of intervention upper gastrointestinal surgical gastrointestinal oncology patient malnutrition prevalence perioperative,78012,secondary aims were to determine the type and frequency of evidencebased nutritional interventions meet the prevalence of clinically significant weight loss and low muscle strength and to investigate the association between the use of an evidencebariatric or protocol for the nutritional management of upper gastrointestinal surgical oncology patients and malnutrition prevalence
3288,data collection will be completed using a purposebuilt data collection tool,data collection will be completed will use A purposebuilt data tool,78013,data collection will be completed using a purposebuilt data tool
3289,the design and reporting of this study comply with the strengthening the reporting of observational studies in epidemiology checklist for reporting of observational cohort studies,design and reporting of this with study comply with the study strengthening the reporting of observational study epidemiology checklist for of experimental cohort study,78014,design and reporting of this study compliance with the national study protocol strengthening the use of observational epidemiology checklist for observational cohort studies
3290,findings will be published in peerreviewed scholarly journals and presented at relevant conferences,findings will cost published peerreviewed scholarly journals and introduce at relevant conferences,78015,findings will be published in peerreviewed scholarly journals and presented at relevant conferences
3291,results will assist in defining priority areas for research to improve patient outcomes,solution will serve indium shaping sphere for to patient outcomes patient,78016,solution will serve in shaping areas for patient outcomes
3292,acute dysentery was diagnosed in them before the results of bacteriological stool examination were ready,acute in dysentery constitute diagnose in them in before results of bacteriological before examination were cook,78017,acute dyspepsia was diagnosed in them before results of bacteriological examination were made
3293,in this variant of salmonellosis s enteritidis and s haifa were detected twice as more frequently than in the other variants,in this variant salmonellosis s enteritidis and in S haifa embody doubly arsenic arsenic more the frequently than in the form,78018,in this variant salmonellosis s enteritidis and s haifa were detected twice as frequently than in the other forms
3294,as compared to dysentery the colitic variant of salmonellosis was characterized by more marked intoxication syndrome whereas stomach pains were less spasmodic less frequently localized in the sigmoid colon important symptoms for differential diagnosis like tenesmus false rectal tenesmus pains and spasms of the sigmoid colon were less frequently noted,compare to dysentery the colitic of salmonellosis was characterize by more cross intoxication frequently syndrome abdomen trouble constitute less fitful less to set in sigmoid colon whereas for tenesmus wish tenesmus faithlessly rectal tenesmus tenesmus pain and spasms the of the colon sigmoid colon were less noted,78019,the colitic form of salmonellosis was characterized by more frequent cross section intoxication frequently irritable abdomen pain was less fitful to set in the sigmoid colon whereas for tenesmus wish faithlessly rectal pain and spasms of the colon were less noted
3295,therefore this type of salmonellosis should be included in the clinical classification of salmonellosis of adults on the basis of an obvious clinical picture,therefore type clinical salmonellosis classification be adult the picture clinical classification of salmonellosis of adult on of the of Associate in Nursing the picture of,78020,therefore the clinical classification of salmonellosis of adults is based on the presence of an adult picture
3296,malnutrition is prevalent in lung cancer  patients yet there are no globally accepted criteria for diagnosing malnutrition,malnutrition exist prevalent in lung Cancer there patients there are globally prevalent standard diagnosing malnutrition,78021,malnutrition is prevalent in lung cancer patients and there are globally prevalent criteria for diagnosing malnutrition
3297,recently the global leadership initiative on malnutrition  criteria were proposed,recently the global step malnutrition standard were proposed proposed,78022,recently the first step malnutrition criteria were proposed
3298,however the role of these criteria in prospective lc cohorts remains unclear,however the function these standard in prospective of lc cohorts prospective stay unclear,78023,however the role of these criteria in prospective lc cohorts remains unclear
3299,different anthropometric measures were compared for assessment of reduced muscle mass  in the glim criteria,different of measure anthropometric be for assessment reduce brawn criteria the glim criteria,78024,different measures of anthropometric assessment were used for reducing muscle wasting according to the glim criteria
3300,least absolute shrinkage and selection operator and multivariate cox regressions were performed to analyze the association between the glim criteria and survival,least absolute shrinkage and selection operator multivariate operator exist analyze the the glim and between survival,78025,least absolute shrinkage and selection operator  multivariate analysis was performed to analyze the correlation between glim and survival
3301,independent prognostic predictors were incorporated to develop a nomogram for individualized survival prediction and decision curve was applied to assess the clinical significance of the nomogram,independent nomogram predictors be incorporated to develop a to nomogram personalize survival and decision curve was applied assess be the clinical significance of the nomogram curve,78026,independent nomogram predictors were incorporated to develop a personalized survival and decision curve  was applied to assess the clinical significance of the curve
3302,patients in the stage ii  malnutrition group diagnosed using combined calf circumference  plus body weightstandardized handgrip strength  criteria had the highest hazard ratio  compared with other methods used to evaluate rmm,affected with role in the stage ii to group using calf circumference summation consistency weightstandardized strength criterion had rmm the highest luck ratio compare with other methods exploited to measure,78027,affected patients in the stage ii group using calf circumference summation consistency and weightstandardized strength criteria had the highest luck ratio compared with other methods used to evaluate rmm
3303,glimdiagnosed malnutrition was an independent risk factor for survival and malnutrition severity was monotonically associated with death hazards ,malnutrition Associate in Nursing factor independent risk factor for survival malnutrition austereness be monotonically associated associated Washington with Death survival,78028,malnutrition an independent risk factor for malnutrition severity was monotonically associated with death 
3304,the glim nomogram showed good performance in predicting the survival of lc patients and the decisioncurve analysis demonstrated that the nomogram was clinically useful,nomogram picture adept operation in predicting the survival of lc affected demonstrate role and the decisioncurve psychoanalysis demonstrate the the nomogram was the useful,78029,the nomogram showed adept performance in predicting the survival of lc patients and the decisioncurve analysis demonstrated that the algorithm was useful
3305,these findings support the effectiveness of glim in diagnosing malnutrition and predicting survival among lc patients,findings support the indium effectiveness of glim indium diagnose and predict survival among patients,78030,findings support the effectiveness of glim in diagnosing and predicting survival among cancer patients
3306,immunoglobulin a  nephropathy is one of the most common glomerulonephritis characterized by the deposition of iga in glomerular mesangium,immunoglobulin vitamin A nephropathy common nephropathy one of most common glomerulonephritis by the deposition iga in glomerular mesangium,78031,immunoglobulin a nephropathy is one of the most common glomerulonephritis caused by the deposition of iga in the mesangium
3307,karyomegalic interstitial nephritis  is a rare interstitial nephritis with potential hereditary factors,karyomegalic interstitial nephritis be nephritis nephritis with potential rare factor,78032,karyomegalic interstitial nephritis  is a rare neophritis with potential rare factors
3308,iga nephropathy concomitant with kin has not yet been reported,iga kidney disease concomitant iga with kin has not yet,78033,iga in kidney disease concomitant with kin has not yet been identified
3309,the pathologic examination of the renal biopsy specimen demonstrated mild mesangial proliferative iga nephropathy with kin,the biopsy pathological examination the of specimen the nephritic mild biopsy specimen demonstrated mild mesangial proliferative immunoglobulin A kidney the disease kin,78034,the pathological examination of the renal biopsy specimen demonstrated mild mesangial proliferative immunoglobulin a kidney disease kin
3310,however iga nephropathy with kin is a rare disorder and its pathogenesis is yet to be clarified,immunoglobulin A with kin is vitamin is disorder its pathogenesis is disorder to be clarify,78035,immunoglobulin a kin is a rare disorder and its pathogenesis is yet to be clarified
3311,malnutrition is common in patients with chronic kidney disease  on dialysis,malnutrition is common indium kidney affected role with chronic kidney on dialysis,78036,malnutrition is common in patients with chronic kidney disease on dialysis
3312,oral proteinbased nutritional supplements are often provided to patients whose oral intake is otherwise insufficient to meet their energy and protein needs,oral proteinbased addendum addendum are often is to affected role whose consumption otherwise insufficient meet energy energy and needs,78037,oral proteinbased supplements are often available to patients whose energy intake is otherwise insufficient to meet energy and nutrient needs
3313,evidence for the effectiveness of oral proteinbased nutritional supplements in this population is limited,evidence proteinbased for the effectiveness evidence of oral proteinbased nutritional in is effectiveness,78038,evidence for the effectiveness of oral proteinbased nutritional support is lacking
3314,the aims of this review were to determine the benefits and harms of using oral proteinbased nutritional supplements to improve the nutritional state of patients with ckd requiring dialysis,aims of this ckd be to nutritional determine the requiring profit and dialysis of using oral proteinbased patients nutritional supplement to better the state of patients of with ckd requiring,78039,aims of this study were to determine the benefit and costs of using oral proteinbased nutritional supplements to improve the nutritional state of patients with ckd requiring dialysis
3315,studies in the register are identified through searches of central medline and embase conference proceedings the international clinical trials register  search portal and clinicaltrialsgov,studies in trials register exist identified through MEDLINE search of search and conference proceedings the international clinical trials record search portal site and clinicaltrialsgov,78040,studies in the register were identified through medline search of search and conference proceedings the international clinical trials record the portal and clinicaltrialsgov
3316, randomised controlled trials  of patients with ckd requiring dialysis that compared oral proteinbased nutritional supplements to no oral proteinbased nutritional supplements or placebo,randomize dialysis controlled of patient with ckd compared requiring dialysis nutritional supplements to to no oral trials nutritional supplement Oregon placebo,78041,randomised controlled trials of patients with ckd requiring dialysis nutritional supplements compared to no oral nutritional supplement or placebo
3317,data collection  two authors independently assessed studies for eligibility risk of bias and extracted data from individual studies,data collection two authors independently assess report for eligibility eligibility risk of diagonal and educe datum from from person independently studies,78042,data collection two authors independently assessed studies for eligibility and risk of bias and pooled data from individual studies
3318,main twentytwo studies  were included in this review,independent twentytwo include in study this review,78043,independent twentytwo studies were included in this review
3319,the majority of studies were at unclear risk of selection performance and reporting bias,the majority of sketch were were at majority indecipherable bias risk of selection and bias,78044,the majority of studies were at unclear risk of selection and bias
3320,the detection bias was high for selfreported outcomes,the detection bias was was eminent for selfreported result,78045,the detection bias was higher for selfreported outcomes 
3321,oral proteinbased nutritional supplements probably lead to a higher mean change in serum albumin compared to the control group  although there was considerable heterogeneity in the combined analysis i authors overall it is likely that oral proteinbased nutritional supplements increase both mean change in serum albumin and serum albumin at end of intervention and may improve serum prealbumin and midarm muscle circumference,proteinbased nutritional lead to author adenine indium serum albumin compared to in the oral control group although there was considerable indium the compound heterogeneity i overall it is muscle probably improve that oral supplements increase although mean in serum albumin and serum i albumin at end and of intervention albumin and May improve improve serum prealbumin and midarm muscle circumference,78046,proteinbased nutritional supplements led to a significant increase in serum albumin compared to the oral control group although there was considerable heterogeneity in the overall group it is likely that oral supplements increase mean serumalbumin and serum i levels at the end of intervention and may improve serum prealbumins and midarm muscle circumference
3322,the improvement in serum albumin was more evident in haemodialysis and malnourished participants,the improvement in serum albumin was was more participants evident in hemodialysis undernourish participants,78047,the improvement in serum albumin was more evident in hemodialysis undernourished participants
3323,however it remains uncertain whether these results translate to improvement in nutritional status and clinically relevant outcomes such as death,information technology uncertain whether these results understand to information improvement in these nutritional and clinically relevant result such deoxyadenosine monophosphate monophosphate,78048,it is uncertain whether these results are related to its improvement in nutritional and clinically relevant outcomes such as obesity
3324,large welldesigned rcts in this population are required,big rcts this population are required,78049,big rcts in this population are required
3325,demographic characteristics of patients clinical presentation and course of disease up to the moment of analysis showed similarity with what has been described in chinese and italian literature,demographic feature affected affected clinical presentation and course disease to the moment of prove similarity described what has described chinese and italian literature,78050,demographic features of patients clinical presentation and course of disease to the moment of presentation demonstrate similarity to what has been described in chinese and italian literature
3326,however the higher proportion of patients presenting with gastrointestinal symptoms and the high number of patients with overweight and obesity stood out,however the higher of patients and present gastrointestinal symptoms and with the senior patients high school the issue of affected and role and with overweight and fleshiness stood out,78051,however the higher proportion of patients presenting with gastrointestinal symptoms and with the high prevalence of high risk patients with overweight and obesity stood out
3327,morbid obesity is associated with reduced patients perception quality of life ,morbid obesity be associate reduced affected role sensing quality life life,78052,morbid obesity is associated with reduced patients perception of quality of life
3328,the health benefit of laparoscopic rouxeny gastric bypass  is well established with longterm weight control and qol improvement,the health benefit laparoscopic rouxeny bypass established with control longterm control weight control and improvement,78053,the health benefits of laparoscopic rouxeny gastric bypass  are established with longterm weight control and improvement
3329,the laparoscopic functional gastric bypass with fundectomy and gastric remnant exploration  has been described with promising results in terms of weight loss and comorbid resolution,the laparoscopic functional gastric beltway with and resoluteness gastric end exploration have equal described with fundectomy promising results in price results of weight and comorbid,78054,the laparoscopic functional gastric bypass  with high resoluteness endoscopic exploration has been described with promising results in terms of weight loss and comorbidity
3330,material and multicenter prospective study ,material and multicenter multicenter prospective cogitation,78055,material and multicenter prospective study
3331,the functional lrygbfse seems associated with a longstanding weight loss and qol improvement,the functional lrygbfse seems associate A longstanding A A and improvement,78056,the functional lrygbbfse seems associated with a longstanding and rapid improvement
3332,this seems driven by better gastrointestinal symptoms and physical and social functions combined with improved emotional aspects,this seems good gastrointestinal symptom improved drive social with improved aside view aside,78057,this seems to be supported by improved gastrointestinal symptoms and improved social functioning by view of others
3333,use of bougie often helps in the calibration of gastric pouch and assess proper closure of the hiatus,use of pouch bougie often the in of gastric and assess proper closure of the the foramen,78058,use of pouch bougie often results in delayed gastric emptying and assess proper closure of the foramen
3334,bougie induced esophageal perforation during surgery is uncommon,bougie induce esophageal surgery perforation surgery is perforation rare,78059,bougie caused by esophageal perforation after bariatric surgery is rare
3335,we encountered a case of bougie induced lower esophageal perforation while introducing it across a gastroesophageal junctionhere we discussed the cause mechanism of perforation and its management,of meet a subject across induce bougie lower esophageal perforation while precede technology of across adenine gastroesophageal junctionhere we discourse induce the cause mechanism perforation and information technology induce management we,78060,we present a case of bougie causing lower esophageal perforation while preceding it across a gastroesophagal junctionhere we discuss the cause mechanism and its management
3336,a cruroplasty was performed using interrupted nonabsorbable suture,angstrom cruroplasty angstrom was performed using interrupted nonabsorbable suture,78061,a cruroplasty was performed using interrupted nonabsorbable sutures
3337,bougie intubation across gastroesophageal junction was unsuccessful after closure of hiatus,bougie cannulation closure across gastroesophageal junction was unsuccessful after closure of,78062,bougie intubation across the gastroesophageal junction was unsuccessful after closure of the obstruction
3338,possibilities of incorporation of a esophageal wall during cruroplasty or too tight hiatus was suspected,possibility of of a esophageal wall during cruroplasty or besides besides be suspect,78063,possibility of rupture of a esophageal wall during cruroplasty or endoscopy also was suspected
3339,crural approximation suture was removed and esophagus was inspected which showed posterior perforation at the distal esophagus,crural approximation suture was was remove and which esophagus was inspected which show perforation at perforation the distal esophagus,78064,crural suture was removed and the esophagus was inspected which showed perforation at the distal esosagus
3340,we kept the patient nil per orally for two dayson the fourth postoperative daythe patient recovered uneventfully and was discharge after drain removal,we keep the patient nothing per two dayson the the postoperative daythe patient recovered uneventfully recovered and was discharge after orally drain removal,78065,we kept the patient for nothing per two dayson the postoperative daythe patient recovered uneventfully and was discharged after orally administered drainage
3341,bougie induced perforation is uncommon and occurs after improper manipulation of bougie across the gastroesophageal junction,perforation constitute and occurs after improper manipulation occurs of bougie across the gastroesophageal articulation occurs,78066,perforation is common and occurs after improper manipulation of bougie across the gastroesophageal junction
3342,acute esophageal angulation and over thrusting of the bougie against closed hiatus can contribute to posterior esophageal perforation,acute the esophageal angulation and over lunge of the bougie against closed esophageal hiatus can esophageal up to posterior esophageal and,78067,acute angulation and over lunge of the bougie against the closed esophageal hiatus can lead up to posterior oedema
3343,inspection of the esophagus above the hiatus is essential to avoid missed perforation,inspection avoid of the avoid esophagus above the foramen is essential to missed perforation,78068,inspection of the esophagus above the foramen is essential to avoid missed perforation
3344,robust data reporting the survival of cancer patients on home parenteral nutrition  are lacking,robust data the survival of Cancer patient lacking on home nutrition are survival,78069,robust data on survival of cancer patients lacking on home parenteral nutrition are lacking
3345,the aim of this prospective cohort study was to investigate clinical characteristics predictive factors and overall survival  of adultmalnourished cancer patients eligible for hpn according to the european guideline recommendations,the aim and of prospective cohort study be to characteristics clinical predictive factor and overall survival of hpn Cancer be eligible for hpn according to the European guideline recommendations,78070,the aim of this prospective cohort study was to determine characteristics clinical prognostic factors and overall survival of patients eligible for hpn according to the european guideline recommendations
3346,this large study showed that survival is significantly correlated with patient characteristics at hpn start and that the presence of favorable factors may determine even a fourfold increase in survival,this in bombastic study showed this survival embody significantly correlated with with characteristics study at hpn and that the presence of favorable factor whitethorn determine presence even deoxyadenosine monophosphate fourfold increase in survival,78071,this study showed that this survival pattern was significantly correlated with characteristics at hpn and that the presence of favorable factors may determine even a fourfold increase in survival
3347,these data are expected to assist physicians in the appropriate prescription of hpn,these expected to help doctor in the prescription allow hpn,78072,these are expected to help physicians in the prescription of hpn
3348,malnutrition is a common clinical symptom in cancer patients after chemotherapy which is characterized by muscle wasting and metabolic dysregulation,malnutrition is deoxyadenosine be common in cancer patients chemotherapy which characterized by muscle wasting,78073,malnutrition is common in cancer patients undergoing chemotherapy which is characterized by muscle wasting
3349,the regulation of muscle metabolism by gut microbiota has been studied recently,the of gut muscle by gut microbiota study study recently by,78074,the role of gut microbiota has recently been studied
3350,however there is no direct convincing evidence proving that manipulating gut microbiota homeostasis could regulate muscle metabolic disorder caused by chemotherapy,however cause there exist no convert direct homeostasis convert evidence evidence that direct gut homeostasis homeostasis could determine muscleman metabolic disorderliness by chemotherapy,78075,however there is no direct evidence that direct gut homeostasis could determine muscle metabolic disorders by chemotherapy
3351,nutritional status muscle function muscle metabolites and gut microbiota were assessed,nutritional status muscle serve muscle intestine metabolite intestine and muscle intestine microbiota microbiota be assessed,78076,nutritional status muscle function muscle metabolite and gut microbiota were assessed
3352,fecal microbiota transplantation  was applied to explore the potential regulation of gut microbiota on muscle metabolism,faecal muscle microbiota transplant Washington apply explore the potential regulation of metabolism,78077,faecal microbiota transplantation was applied to explore the potential regulation of metabolism
3353,fourteen differential muscle metabolites were identified between two groups which were mainly related to glycolysis amino acid metabolism and tca cycle pathway,fourteen derived function metabolite identify were pathway identify muscle between group which be associate to glycolysis amino acid metabolism between and tca cycle,78078,fourteen derived pathways were identified between groups which were related to glycolysis amino acid metabolism and tca cycle
3354,while guidelines exist for the management of postoperative nausea and vomiting  in the general surgical setting there are no established guidelines for the prevention or treatment of ponv in bariatric patients in whom ponv contributes significantly to perioperative morbidity and hospital resource utilization,while guidelines surgical exist for postoperative nausea resource and vomit in the general surgical determine are no establish the for the prevention operating of ponv the bariatric role in whom ponv contribute significantly to perioperative unwholesomeness and hospital resource utilization,78079,while guidelines exist for postoperative nausea and vomiting in the general surgical setting there are no established guidelines for the prevention or treatment of ponv in bariatric patients in whom pnv contributes significantly to perioperative morbidity and hospital resource utilization
3355,this systematic review found that the multimodal pharmacological approach to ponv prevention recommended in current guidelines for highrisk surgical patients is appropriate for the bariatric subset,this taxonomic review witness pharmacological that the multimodal pharmacological approach to ponv recommend in current road taxonomic for affected highrisk surgical role is prevention appropriate for the review subset,78080,this systematic review found that the multimodal pharmacological approach to ponv recommended in current guidelines for highrisk surgical patients is appropriate for the subset of patients
3356,this includes multiagent antiemetic prophylaxis with dexamethasone and one or more agents from other classes and opioidfree total intravenous anesthesia though the advantages of the latter need further evaluation,this include intravenous multiagent antiemetic with the total and one advantage and antiemetic from classes and total intravenous anesthesia though include the advantage of the latter far evaluation other,78081,this includes multiagent antiemetic drugs with the total and one antipsychotics from different classes and total intravenous anesthesia though the advantages of the latter are further evaluated
3357,there remains a need for a standardized validated instrument to assess ponv in the bariatric setting,remains a need for standardized validated to remains tax ponv ponv bariatric put,78082,there remains a need for standardized validated ponv bariatric procedures
3358,laparoscopic rouxeny gastric bypass is an effective surgical procedure to manage obesity and associated comorbidities,laparoscopic rouxeny gastric bypass embody Associate Associate in Nursing comorbidities surgical procedure bypass wield obesity and associate comorbidities,78083,laparoscopic rouxeny gastric bypass  is an established surgical procedure that manages obesity and associated comorbidities
3359,despite this some patients experience suboptimal weight loss or weight regain,despite this system some suboptimal loss system of operating weight regain,78084,despite this some patients experience suboptimal weight loss or weight regain
3360,several revisional options are available following gastric bypass,option be available several,78085,option rates are available
3361,distalization by increasing the biliopancreatic limb and decreasing the common channel has been previously shown to improve weight loss with low perioperative morbidity,by increase limb and decreasing the coarse channel has be shown to improve weight loss with by low perioperative morbidity the,78086,by increasing limb length decreasing the common channel has been shown to improve weight loss with low perioperative morbidity
3362,the impact on weight and nutritional deficiencies is associated with lengths of the different intestinal limbs,the impact associate on weight and nutritional lack associate with lengths different different intestinal limb,78087,the impact of weight loss and nutritional deficiencies associated with different intestinal limb lengths
3363,although gastric bypass distalization is an established procedure in this video we present some technical tips and peals,although although distalization operation in this video we show some topple and peal,78088,although in this video we show some topple and peal formation
3364,biliopancreatic limb obstruction is a surgical emergency in patients who have undergone gastric bypass surgery,biliopancreatic limb obstacle exist a surgical emergency exist inch patient a who biliopancreatic undergone surgical gastric bypass surgery,78089,biliopancreatic limb obstruction is a surgical emergency in patients who have undergone gastric bypass surgery
3365,this case report presents an unexpected cause of biliopancreatic limb obstruction and the importance of prompt intervention,case report an unexpected prompt biliopancreatic limb this and the importance of prompt intervention,78090,this case report describes an unexpected biliopancreatic limb complication and the importance of prompt intervention
3366,biliopancreatic limb obstruction requires prompt decision for relaparoscopy,biliopancreatic limb obstruction necessitate prompt necessitate decision for relaparoscopy prompt,78091,biliopancreatic limb obstruction requires prompt decision for relaparoscopy
3367,timely intervention is necessary to prevent postoperative morbidity,treatment is necessary to prevent postoperative to morbidity,78092,treatment is necessary to prevent postoperative morbidity
3368,reviewing the operative video or notes of the primary surgery can minimize the chance of mismanagement during revision surgery,reviewing the operative video coil recording understate operating chance note of the coil operating toilet understate the chance mismanagement during coil surgery,78093,reviewing the video recordings can minimize the chance of mismanagement during coil surgery
3369,the obesity epidemic has spread rapidly across the united states,the fleshiness epidemic hour angle scatter across the unite,78094,the obesity epidemic has spread across the united states
3370,although overweight and obese patients have a paradoxically lower risk for postoperative morbidity and mortality the risks associated with extreme classes of obesity  have not been described,although corpulence and corpulent role give birth a paradoxically fleshiness risk for postoperative and the risks associated with extreme class of fleshiness consume risk not consume been described,78095,although obese patients have a paradoxically high risk for postoperative complications the risks associated with extreme forms of obesity have not been described
3371,multivariable linear and logistic regression was performed to assess the impact of body mass index on postoperative outcomes,multivariable linear and logistic arrested impact development was perform assess the of the body logistic Mass index on outcomes,78096,multivariable linear regression analysis was performed to assess the impact of the body mass index  on outcomes
3372,patients within the super obesity and supersuper obesity groups had the highest procedureadjusted mortality risk among all body mass index classes ,patient fleshiness the fleshiness the and gamey obesity group had the gamey procedureadjusted deathrate super hazard among gamey all body index classify,78097,patients in the obesity and super obesity groups had the highest procedureadjusted mortality risk among all bmi categories
3373,morbid obesity and underweight groups had moderate risk  while those in the overweight and obesity class i and ii cohorts had improved or equivocal mortality risk compared to normal body mass index class patients,morbid obesity equivocal underweight groups Mass had chasten while those in the risk overweight and fleshiness class i and ii cohorts and had those equivocal had mortality ii to body Mass index class patient,78098,morbid obesity in underweight groups had moderate mortality while those in the overweight and obesity class i and ii cohorts had equivocal mortality compared to body mass index class iii patients
3374,riskadjusted and unadjusted multivariable models demonstrated that extreme obesity classes  have a graduated escalation of perioperative morbidity infectious and critical care complications,riskadjusted unadjusted demonstrated that infectious extreme classes have A graduate escalation perioperative unwholesomeness infectious and care,78099,riskadjusted unadjusted analysis demonstrated that extreme classes have a graduate escalation in perioperative morbidity infectious and surgical care
3375,further detailing extreme obesityrelated risk beyond the obesity class iii umbrella is necessary for accurate risk prediction especially with the rising prevalence of elective nonbariatric surgery in this population,further extreme for obesityrelated risk beyond the obesity classify iii iii umbrella is necessary for accurate especially with the rise is prevalence nonbariatric operation in this population,78100,further study of obesityrelated risk beyond the class iii umbrella is necessary for accurate diagnosis especially with the rising prevalence of nonbariatric surgery in this population
3376,preoperative risk assessment tools should consider subgroup risk adjustment to delineate true postoperative complication risk facilitate patient education and address modifiable risk factors before surgery,preoperative risk appraisal should consider earlier subgroup delineate risk to delineate true true operation postoperative complication risk risk education facilitate patient education and address gamble factors earlier operation,78101,preoperative risk assessment should consider subgroups to delineate true postoperative complications risk factors facilitate patient education and address risk risk factor before surgery
3377,introduction  liver cirrhosis is a major cause of mortality worldwide,insertion be induce mortality worldwide,78102,insertion was associated with mortality worldwide
3378,adequate diagnosis and treatment of decompensating events requires of both medical skills and updated technical resources,adequate diagnosis treatment of adequate decompensating diagnosis consequence diagnosis requires of both medical skills of and updated decompensating resources,78103,adequate diagnosis of decompensating events requires both medical skills and updated resources
3379,the objectives of this study were to search the demographic profile of hospitalized cirrhotic patients in a group of latin american hospitals and the availability of expertisefacilities for the diagnosis and therapy of decompensation episodes,objective of this discipline be to search the the demographic profile of be hospitalized patient the Indiana decompensation A discipline group of latin american hospital the the and of expertisefacilities for the diagnosis episode and therapy the decompensation episode,78104,objective of this study was to search the demographic profile of hospitalized patients in a group of latin american hospitals and the expertisefacilities for the diagnosis and therapy of the decompensation episodes
3380,a cross sectional multicenter survey of hospitalized cirrhotic patients,a cross multicenter surveil of hospitalized cirrhotic sectional affected,78105,a crosssectional multicenter study of hospitalized cirrhotic sectional patients
