sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1166,and like i said if anything deteriorates in terms of your breathing thats urgent and we need to process that ** ** ******* action needs to be taken urgently,and like i said if anything deteriorates in terms of your breathing thats ****** and we need to process that uh to someone action needs to be taken urgently,,0,urgent,1,uh; to; someone,3,25
1167,right ok um and your your lips dont seem swollen to me right now but do they which can you show me with your finger where you feel its swollen,right ok um and your your lips dont seem swollen to me right now but do they which can you show me with your finger where you feel  it swollen,its -> it,1,,0,,0,29
1168,did you have any other um queries or was there anything else that *** youre worried about,did you have any other um queries or was there anything else that you  were worried about,youre -> were,1,,0,you,1,15
1169,yeah thats thats over  the yeah over the counter you dont need to any chemist will have it you dont need a prescription for that yeah its probably cheaper to buy it over the counter actually than to get it via prescription,yeah thats ***** over yeah  any over the counter you dont need to any chemist will have it you dont need a prescription for that yeah its probably cheaper to buy it over the counter actually than to get it  by prescription,the -> yeah; yeah -> any; via -> by,3,thats,1,,0,38
1170,ok um now um uh on the basis of what youve told me i dont think you need any allergy testing i think this is just a a straightforward localised reaction to a an insect bite,ok um now um uh on the basis of what   you told me i dont think you need any allergy testing i think this is just a a straightforward localized reaction to a an insect bite,youve -> you; localised -> localized,2,,0,,0,34
1171,however if it was to happen that you know this youre youre having these kind of reactions on a regular basis or other non specific rashes we might need to think about blood testing i dont think were at at that moment yet ok,however if it was to happen that you know this youre youre having these kind of reactions on a regular basis or other  uh     nope rashes we might need to think about blood testing i dont think were ** at that moment yet ok,non -> uh; specific -> nope,2,at,1,,0,41
1172,so uh but thats something to bear in mind in case this becomes a recurrent pattern,so um but thats something to bear in mind in case this becomes a recurrent pattern,uh -> um,1,,0,,0,15
1173,ok then so well leave it like that for now ok im gonna leave  a link to some information about anaphylactic reactions just for you to read about it i dont want you to panic but just for you to be aware ** what **** ** symptoms are,ok then so well leave it like that for now ok im gonna leave it **** to some information about anaphylactic reactions just for you to read about it i dont need *** to panic but just for you to be aware of what kind of symptoms are,a -> it; want -> need,2,link; you,2,of; kind; of,3,41
1174,if youre feeling worried just have a lower threshold for ** having a chat with us sometimes a chat is all you need to calm things down,if youre feeling worried just have a   low threshold for ca having a chat with us sometimes a chat is all you need to calm things down,lower -> low,1,,0,ca,1,25
1175,all right then john ok uh well well leave it like that come back to us if you have any further issues,all right then john ok uh well well leave it   at that come back to us if you have any further issues,like -> at,1,,0,,0,21
1176,sure ok uh you said youve been having some difficulty breathing,well ok uh you said youve been having some difficulty breathing,sure -> well,1,,0,,0,10
1177,yeah its just kind of on the right hand side um and it and its just a bit sore maybe it hasnt kind of fully swollen up yet,yeah its just kind of on the right hand side um and ** and its just a bit sore maybe it hasnt kind of fully swollen up yet,,0,it,1,,0,27
1178,i i i i dont feel like its like particularly acute but im just kind of a bit anxious that it might get a bit worse i dont i just wanted to speak to someone,iii * * i dont feel like its like particularly acute but im just kind of a bit anxious that it might get a bit worse i dont i just wanted to speak to someone,i -> iii,1,i; i,2,,0,32
1179,um   i i i find it difficult to tell the difference between a bee and a wasp but um yeah it was one of the two,um iii i * find it difficult to tell the difference between a  be and a what but um yeah it was one of the two,i -> iii; bee -> be; wasp -> what,3,i,1,,0,22
1180,yeah it was on my arm,yeah it was on my own,arm -> own,1,,0,,0,5
1181,uh yeah sure um its just just there,uh yeah sure um its just just  that,there -> that,1,,0,,0,7
1182,yeah sure um my name is john doe um and  i am twenty seven years old,yeah sure um my name is juan  do um and im ** twenty seven years old,john -> juan; doe -> do; i -> im,3,am,1,,0,12
1183,its its slightly red yeah and and kind of theres a bit of a like a hole there where i think that the wasp stung me,its its slightly red yeah and and kind of theres a bit of a like a hole where where i think that the  was    um **,there -> where; wasp -> was; stung -> um,3,me,1,,0,22
1184,um ive ive had eczema before um,um   i ive had eczema before um,ive -> i,1,,0,,0,6
1185,**** **** thats kind of the the major thing nothing nothing really,yeah that thats kind of the the major thing nothing nothing really,,0,,0,yeah; that,2,10
1186,um so i was born in *** ********* **** ******* nineteen ninety one   um seventeenth of november,"um so i was born in one thousand, nine hundred      and ninety one 17th *********** of november",nineteen -> and; um -> 17th,2,seventeenth,1,"one; thousand,; nine; hundred",4,10
1187,uh not that i know of ive yeah ive been around dogs and cats *** *** ****,uh not that i know of ive yeah ive been around dogs and cats and ive been,,0,,0,and; ive; been,3,14
1188,um i have a cat at home,um i have a cat ** ****,,0,at; home,2,,0,5
1189,uh no i think i think that kind of that makes me feel a bit better i guess can i get that um can i get the uh so the antihistamine from any shop or like does **** **** it pharmacy,uh no i think i think that kind of that makes me feel a bit better i guess can i get that um can i get the uh so the antihistamine from any shop or like does that have to pharmacy,it -> to,1,,0,that; have,2,38
1190,well im not sure whether its kind of bitten or stung,but im not sure whether its kind of bitten or stung,well -> but,1,,0,,0,10
1191,um and ive kind of but yeah as i  say ive got this difficulty breathing and potentially um theres a bit of swelling in my lips  my tongue feels a bit weird,um and   i kind of *** yeah as i said ive got this difficulty breathing and potentially um theres a bit of swelling in my lips and tongue feels a bit weird,ive -> i; say -> said; my -> and,3,but,1,,0,28
1192,*** **** ***** ** **** ********* hi hi there good morning,all that stuff is very different hi hi there good morning,,0,,0,all; that; stuff; is; very; different,6,5
1193,um im doctor dean resor from ** ** * nice to see you,um im doctor dean   rea from gp at n nice to see you,resor -> rea,1,,0,gp; at; n,3,9
1194,** **** ok so what im gonna do is im gonna task my colleague next to me to sort that out while we do that im gonna ask you a few more questions ok,to take ok so what im gonna do is im gonna task my colleague next to me to sort that out while we do that im gonna ask you a few more questions ok,,0,,0,to; take,2,32
1195,were gonna a bit more information to the  to help the ambulance team when they when they arrive ok **,**** ***** a bit more information to the the **** the ambulance team when they when they arrive ok um,to -> the,1,were; gonna; help,3,um,1,15
1196,***** * is is it spreading anywhere else like down into your arm up to the jaw  in your neck anything like that,right i  i is it spreading anywhere else like down   to your arm up to the jaw and  the neck anything like that,is -> i; into -> to; in -> and; your -> the,4,,0,right; i,2,17
1197,right ok ** do you remember what you were doing at the time,right ok uh do you remember what you were doing at the time,,0,,0,uh,1,12
1198,sure ok and and how much activity do you do normally do you walk a lot or do you run or do you ** ** do anything,oh ok  uh and how much activity do you do normally do you walk a lot or do you run or do you go to do anything,sure -> oh; and -> uh,2,,0,go; to,2,23
1199,right ok can ** ** are you aware of any palpitations like your heart beating faster or more prominently than normal,right ok can uh um are you aware of any palpitations like your heart beating faster or more prominently than normal,,0,,0,uh; um,2,19
1200,so i * know youre stressed but but weve got an ambulance coming on the way ok so um well take care of everything so dont dont worry   whos in the house with you at the moment,so i i know youre stressed *** *** weve got an ambulance coming on the way ok so um well take care of everything so dont dont worry around ** the house with you at the moment,whos -> around,1,but; but; in,3,i,1,32
1201,ok so maybe well well speak maybe in the hallway to the front door have the front door open so that in case ** people need access they *** **** could access you,ok so maybe well well speak maybe in the hallway to the front door have the front door open so that in case um people need access they can they   can access you,could -> can,1,,0,um; can; they,3,29
1202,*** alright um so um uh are you a smoker at all,all   right um so um uh are you a smoker at all,alright -> right,1,,0,all,1,10
1203,** how long have you been smoking for,uh how long have you been smoking for,,0,,0,uh,1,7
1204,fifteen years ok um do you have um high blood pressure or high cholesterol or diabetes or anything,fifteen years ok um do you have um high    bp ******** or high cholesterol or diabetes ** anything,blood -> bp,1,pressure; or,2,,0,15
1205,ok all right um now anyone in your wider     in in your family sorry in your parents did either of them have any heart problems or heart attacks or anything like that,ok all right um now anyone in your wider family in your family sorry in your parents did either of them have any heart problems or heart attacks or anything like that,in -> family,1,,0,,0,31
1206,ok uh im sorry to hear about your father can you remember what age roughly he was when he had he had the heart attack,ok uh im sorry to hear about your father can you remember what age roughly he was when he *** he had the heart attack,,0,had,1,,0,24
1207,right so * * just under sixty around sixty,right so i i just under   six around sixty,sixty -> six,1,,0,i; i,2,6
1208,yeah ok *** alright um do you drink much alcohol,yeah ok all   right um do you drink much alcohol,alright -> right,1,,0,all,1,8
1209,uh i i cant tell from the video are you overweight,um i i cant tell from the video are you overweight,uh -> um,1,,0,,0,10
1210,right ok *** alright um uh now um you do you normally live alone,right ok all   right um uh now um you do you normally live alone,alright -> right,1,,0,all,1,12
1211,right ok *** alright um so um the the symptoms that youve described to me,right ok all   right um so um the the symptoms that youve described to me,alright -> right,1,,0,all,1,13
1212,ok so *** ambulance team will be with you very shortly im gonna stay on the line with you until they come,ok so the ambulance team will be with you very shortly im gonna stay on the line with you until they come,,0,,0,the,1,21
1213,ok ** when they come what theyll do is theyre gonna put some stickers on your chest and do an ecg,ok ww when they come what theyll do is theyre gonna put some stickers on your chest and do an ecg,,0,,0,ww,1,20
1214,and then **** decide where to take you *** after that ok,and then well decide where to take you off    to that ok,after -> to,1,,0,well; off,2,9
1215,sure uh whats the nature of that allergy to aspirin do you does it ** does it cause you heartburn or is it like * * an allergic reaction,sure uh whats the nature of that allergy to aspirin do you does it uh does it cause you heartburn or is it like a a uh allergic reaction,an -> uh,1,,0,uh; a; a,3,25
1216,um the detail you just told me because um we we may need to consider aspirin despite allergy ok,uh *** detail you just told me because um we we may need to consider aspirin despite     all ok,um -> uh; allergy -> all,2,the,1,,0,16
1217,um *** alright um now in terms of um what happens from here,um all   right um now in terms of um what happens from here,alright -> right,1,,0,all,1,11
1218,that team will assess you and then they may take you ** into one hospital or another based on how bad ** **** what the ecg looks like and what kind of treatment you might need ok,the team will assess you and then they may take you in   to one hospital or another based on how bad uh what what the ecg looks like and what kind of treatment you might need ok,that -> the; into -> to,2,,0,in; uh; what,3,32
1219,um what im going to do is well stay on the line for the time being ok until they come and then um once they come then ill hand over to them and ill explain whats going on *** alright,um what im going to do is well stay on the line for the time being uh until they come and then um once they come then ill hand over to them and ill explain whats going on all   right,ok -> uh; alright -> right,2,,0,all,1,37
1220,*** ** well **** end the conversation *** after the purposes is that ok,now we well well end the conversation now   for the purposes is that ok,after -> for,1,,0,now; we; well; now,4,9
1221,does that that would make you roughly about fifty years old fifty one fifty one years old is that is that correct or,so that that would make you roughly about fifty years old fifty one fifty one years old is that is that correct or,does -> so,1,,0,,0,22
1222,six ok perfect all right so um nice to see ** see you this morning are you in a private place where   you are ok to speak freely,six ok perfect all right so um nice to see to see you this morning are you in a private place where youre *** ok to speak freely,you -> youre,1,are,1,to,1,25
1223,um its in the uh middle of my chest um over uh yeah my my pecs so um yeah but not not necessarily to one side um and its quite * diffuse pain,um its in the uh middle of my chest um over uh yeah my my back so um yeah but not not necessarily to one side um and its quite a diffuse pain,pecs -> back,1,,0,a,1,31
1224,yeah its its um mainly in my left arm er its feeling a little bit um er painful and and in my shoulder as well,yeah its its um mainly ** my left arm uh its feeling a little bit um uh painful and and in my shoulder as well,er -> uh; er -> uh,2,in,1,,0,22
1225,uh  yes so it started uh just when i was gardening so nothing that was too strenuous um i was just kneeling down and,uh yeah so it started uh just when i was gardening so nothing that was too strenuous um i was just kneeling down and,yes -> yeah,1,,0,,0,23
1226,uh yeah wasnt running or anything it wasnt during any physical exercise,uh yeah wasnt running or anything  i wasnt  doing any physical exercise,it -> i; during -> doing,2,,0,,0,10
1227,no i dont i i generally dont do much activity at all um  you know,no i dont i i generally dont do much activity at all um yeah ****,you -> yeah,1,know,1,,0,13
1228,yeah sure um my name is jim gowers and i was born in *** ********* **** ******* nineteen fifty eight uh on the eighth of august,"yeah sure um my name is kim gowers and i was born in one thousand, nine hundred      and fifty eight ** on the eighth of august",jim -> kim; nineteen -> and,2,uh,1,"one; thousand,; nine; hundred",4,19
1229,um about the situation but i havent noticed it um beating faster than usual um and i did today,um about the situation but i havent noticed it um beating faster than usual um  uh * *** today,and -> uh,1,i; did,2,,0,16
1230,yes *** around sixty yes,yes its around sixty yes,,0,,0,its,1,4
1231,um yeah i drink um about ** per week probably about seven or eight pints a week,um yeah i drink um about uh per week probably about seven or eight pints a week,,0,,0,uh,1,16
1232,yeah uh its an allergic reaction so i swell up um a bit but um nothing            life threatening,yeah uh its an allergic reaction so i swell up um a bit but um nothing lifethreatening ***********,life -> lifethreatening,1,threatening,1,,0,16
1233,and i felt * not exactly a pain but um like a a pressure on my chest um feels like  someone sitting on my chest,and i felt n not exactly a pain but um like a a pressure on my chest um feels like someones sitting on my chest,someone -> someones,1,,0,n,1,23
1234,um and ive noticed um a * bit of nausea not no vomiting but um im pretty sweaty um short of breath and it kind of feels like someones sitting on my chest,um and ive noticed um a a bit of nausea not no vomiting but um im pretty sweaty um short of breath and it kind of feels like someones sitting on my chest,,0,,0,a,1,32
1235,hi there this is uh this is doctor ****  dean from * ** ****,hi there this is uh this is doctor jean mezza from g pr hand,dean -> mezza,1,,0,jean; g; pr; hand,4,9
1236,ok *** alright and can i just double check have you gotten any cough or cold or sore throat *****   or anything like that,ok all   right and can i just double check have you    got any cough or cold or sore throat runny nose anything like that,alright -> right; gotten -> got; or -> nose,3,,0,all; runny,2,19
1237,but which **** ** ******** are you getting ** other than the ones youve already mentioned to me,uh which sort of symptoms are you getting uh other than the ones youve already mentioned to me,but -> uh,1,,0,sort; of; symptoms; uh,4,13
1238,** sure have you have you had any ear pain ** ***,so   uh have *** have you had any ear pain at all,sure -> uh,1,you,1,so; at; all,3,7
1239,ok um just i just need to check for any other causes of infection in the body so im gonna go through some um kind of ** systemic questions have you had any diarrhoea,ok um just i just need to check for any other causes of infection in the body so im gonna go through some um kind of uh systemic questions have you had any  diarrhea,diarrhoea -> diarrhea,1,,0,uh,1,32
1240,*** alright um do you have any headache,all   right um do you have any headache,alright -> right,1,,0,all,1,6
1241,ok so you know your normal headache where is that in the back of your head or the front of the head,ok so you know your normal headache where is that in the back of  the head or the front of the head,your -> the,1,,0,,0,21
1242,ok ** and how long have you been having that for,ok uh and how long **** you been having that for,,0,have,1,uh,1,9
1243,*** ***** alright and um have you got ** any kind of symptoms down below when youre passing urine,all right      uh and um have you got uh any kind of symptoms down below when youre passing urine,alright -> uh,1,,0,all; right; uh,3,15
1244,ok ** ** sure ill *** *** try ** * before we start could i please confirm your ** full name and date of birth,ok uh uh sure ill ill ill try um b before we start could i please confirm your um full name and date of birth,,0,,0,uh; uh; ill; ill; um; b; um,7,18
1245,ok um and was it one tablet or was    it another one that you would take ** on top of the first one,ok um and was it one tablet or was there another one that you would take on on top of the first one,it -> there,1,,0,on,1,21
1246,and and what were you doing out in vietnam was it just *** ******* seeing the cities or going ** through villages or hiking what what kind of activities were you doing,uh and what were you doing out in vietnam was it just you staying     in the cities or going to     the villages or hiking what what kind of activities were you doing,and -> uh; seeing -> in; through -> the,3,,0,you; staying; to,3,26
1247,ok uh and um did you do any kind of were you in rivers or things like that  were you you know how adventurous were you,ok  a and um did you do any kind of were you in rivers or things like that where you you know how adventurous were you,uh -> a; were -> where,2,,0,,0,24
1248,* where you going out into the rivers were you going on beaches i mean *** how adventurous was your trip,w  were you going out into the rivers were you going on beaches i mean how how adventurous was your trip,where -> were,1,,0,w; how,2,18
1249,thats great thank you  sir   so are you in a private place where   you are ok to speak at the moment,thats great thank you sara sara are you in a private place where youre *** ok to speak at the moment,sir -> sara; so -> sara; you -> youre,3,are,1,,0,17
1250,have they have they  give you any kind of diagnosis at all,have they have they given you any kind of diagnosis at all,give -> given,1,,0,,0,11
1251,*** alright um are there any illnesses in your family at all,all   right um are there any illnesses in your family at all,alright -> right,1,,0,all,1,10
1252,im sorry to hear that um how old *** *** was he when that happened,** sorry to hear that um how old how old was he when that  happens,happened -> happens,1,im,1,how; old,2,11
1253,ok uh *** ** do you have any allergies at all ** *** medication,ok uh and uh do you have any allergies at all to any medication,,0,,0,and; uh; to; any,4,10
1254,*** alright um *** are you um youre working at the moment,all   right um are are you um youre working at the moment,alright -> right,1,,0,all; are,2,9
1255,what do you work at,what do you work as,at -> as,1,,0,,0,4
1256,ok all right um and um youre up to date with all the vaccinations hepatitis b and that kind of thing,ok all right um and um youre up to date with all the vaccinations hepatitis b *** that kind of thing,,0,and,1,,0,20
1257,sure ok um and are you  a uh are you a smoker at all,sure ok um and are you uh uh are you a smoker at all,a -> uh,1,,0,,0,13
1258,ok and ohh do you drink much alcohol,ok and  uh do you drink much alcohol,ohh -> uh,1,,0,,0,7
1259,ok ** and how much kind of physical exercise do you do normally,ok uh and how much kind of physical exercise do you do normally,,0,,0,uh,1,12
1260,ok thats good *** alright um so um,ok thats good all   right um so um,alright -> right,1,,0,all,1,6
1261,what uh i think were gonna need to do is were gonna need to bring you into one of our clinics examine *** and were gonna need to arrange some blood tests as well,what uh i think were gonna need to do is were gonna need to bring you into one of our clinics examine you and were gonna need to arrange some blood tests as well,,0,,0,you,1,33
1262,ok um so what what i want to do is the first question **** i have in my mind is that we need to find a reason for why youve got **** ** this fever and these symptoms because theres no apparent reason from what youve told me,ok um so what what i want to do is the first question that i have in my mind is that we need to find a reason for why youve got this fe this fever and these symptoms because theres no apparent reason from what youve told me,,0,,0,that; this; fe,3,45
1263,theres no uh when someone has got fever and sweats we want to find out have they got * chest infection have they got a throat infection,theres no uh when someone has got fever and sweats we want to find out have they got a chest infection have they got a throat infection,,0,,0,a,1,26
1264,ok *** alright sorry to hear that now um uh * along with this fever and this ******* ** *** ****** any other symptoms at all,ok all   right sorry to hear that now um uh a along with this fever and this feeling ho and sweaty any other symptoms at all,alright -> right,1,,0,all; a; feeling; ho; and; sweaty,6,19
1265,um the second thing second factor is that youve recently come from uh vietnam,um the second thing second   fact is that youve recently come from uh vietnam,factor -> fact,1,,0,,0,13
1266,um now the urgency of those blood tests depends partly on what we find when we examine you which is why were going to go go for the examination first,um now the urgency of those blood tests depends partly on what we find when we examine you which is why were gonna ** go go for the examination first,going -> gonna,1,to,1,,0,28
1267,you *** come into one of our clinics in central london thats one option and then the the gp there who examines you can then decide on how urgent the blood tests and things are going to be,you can come into one of our clinics in central london thats one option and then the the gp there who examines you can then decide on how urgent the blood tests and things are going to be,,0,,0,can,1,37
1268,or if its inconvenient for you to come into central london because you *** **** youre living further out you could actually just attend a local  a and e,or if its inconvenient for you to come into central london because you you live youre living further out you could actually just attend a local ae *** *,a -> ae,1,and; e,2,you; live,2,24
1269,im going to type up what my thought process is ** and what kind of  test i think you need in the notes for this appointment so you could show that to them at reception,im going to type up what my thought process is is and what kind of tests i think you need in the notes for this appointment so you   can show that to them at reception,test -> tests; could -> can,2,,0,is,1,32
1270,and inflammatory markers and things like **** those technical terms but theyll understand what that what im talking about,and inflammatory markers and things like that  tech technical terms but  theyd understand what that what im talking about,those -> tech; theyll -> theyd,2,,0,that,1,16
1271,but um i i dont think you can go into work uh until weve sorted this out and we we *** **** we need to sort this out sooner rather than later,but um i i dont think you can go into work er until weve sorted this out and we we you know we need to sort this out sooner rather than later,uh -> er,1,,0,you; know,2,29
1272,ok fine so what im going to do is i will send a message to one of our admin team members asking them to book you in,ok fine so what im gonna ** do is i will send a message to one of our admin team members asking them to book you in,going -> gonna,1,to,1,,0,25
1273,*** alright then ok take care then all the best,all   right then ok take care then all the best,alright -> right,1,,0,all,1,8
1274,ok all right um and um so *** youre having periods of when youre feeling hot and also periods when youre feeling cold as well,ok all right um and um so you youre having periods of when youre feeling hot and also periods when youre feeling cold as well,,0,,0,you,1,24
1275,ok uh and have you been taking your medication,ok uh and have you been taking  any medication,your -> any,1,,0,,0,8
1276,mmm not those sort of symptoms really  um,mm not those sort of symptoms really mhm,mmm -> mm; um -> mhm,2,,0,,0,6
1277,um so i have * **** a habit,um so i have i have a *****,,0,habit,1,i; have,2,5
1278,that its mainly just the sweating really and the and the nausea uh thats overtaking all all day and  uh the aching muscles all over,but its mainly just the sweating really and the and the nausea uh thats overtaking   a all day and the the aching muscles all over,that -> but; all -> a; uh -> the,3,,0,,0,22
1279,mmm no my ears are fine actually i havent had any problems with my ears,mm no my ears are fine actually i havent had any problems with my ears,mmm -> mm,1,,0,,0,14
1280,and not not really no not that    i  can find,um not not really no  no  ive been fine ****,and -> um; not -> no; that -> ive; i -> been; can -> fine,5,find,1,,0,4
1281,um no my necks my necks been fine,um no my  next my  next been fine,necks -> next; necks -> next,2,,0,,0,6
1282,not more than usual no just like the general headaches but not just from staring at the screen *** *** no migraines or anything,not more than usual no just like the general headaches but not just from staring at the screen and not no migraines or anything,,0,,0,and; not,2,22
1283,uum its quite centralized over over the head,um its quite centralized over over the head,uum -> um,1,,0,,0,7
1284,its something that ive struggled with through years really just related to  a screen use or uum like changes in weather patterns yeah high pressure days sometimes i struggle with migraines and headaches,its something that ive struggled with     for years really just related to uh screen use or  um like changes in weather patterns   uh high pressure days sometimes i struggle with migraines and headaches,through -> for; a -> uh; uum -> um; yeah -> uh,4,,0,,0,29
1285,yes its sarah smith and its the second of november um *** ********* **** ******* nineteen ninety two,"yes its sarah smith and its the second of november um one thousand, nine hundred      and ninety two",nineteen -> and,1,,0,"one; thousand,; nine; hundred",4,13
1286,mmm not really i mean i i often have problems with back pain but * not really any other joints,*** not really i mean i i often have problems with back pain but n not really any other joints,,0,mmm,1,n,1,18
1287,uh i dont think so no its been fairly regular,um i dont think so no its been fairly regular,uh -> um,1,,0,,0,9
1288,ooo i cant remember now off the top of my head,oh i cant remember now off the top of my head,ooo -> oh,1,,0,,0,10
1289,it was quite ***** really   cause we were there for a few weeks and we toured to uh several different parts of the country and  uh the countryside and some cities as well,it was quite mixed really because we were there for a few weeks and we toured to uh several different parts of the country  in the the countryside and some cities as well,cause -> because; and -> in; uh -> the,3,,0,mixed,1,29
1290,yes it was quite adventurous we were sort of trekking and um cycling uh through the farmland and um seeing how people lived in     a day to day life in  in in farmland,yes it was quite adventurous we were sort of trekking and um cycling ** through *** farmland and um seeing how people lived in their day to day life in and in farmland,a -> their; in -> and,2,uh; the,2,,0,29
1291,mmm as i said ive ive been struggling with back pain for quite a while but i havent really had any uh major illnesses in the past i can think of,*** as i said ive ive been struggling with back pain for quite a while but i havent really had any um major illnesses in the past i can think of,uh -> um,1,mmm,1,,0,29
1292,um theyve said that its uh related to long periods of time sitting at a desk and just uh bad posture so mainly the exercises are focused on improving posture and and       to strengthen the muscles in the back,um theyve said that its uh related to long periods of time sitting at a desk and just  a bad posture so mainly the exercises are focused on improving posture and and strength         of the muscles in the back,uh -> a; to -> strength; strengthen -> of,3,,0,,0,36
1293,hmm the main one would be um heart attack my my father passed away of that,mm the main one would be um heart attack my my father passed away of that,hmm -> mm,1,,0,,0,15
1294,ok   i ive really not been feeling so well at all recently i ive been struggling with fever for the past week yeah i would say **     its about seven days ago im just im really hot and sweaty all the time and just generally not feeling good,ok ive ive really not been feeling so well at all recently i ive been struggling with fever for the past week yeah i would say it started about seven days ago im just im really hot and sweaty all the time and just generally not feeling good,i -> ive; its -> started,2,,0,it,1,45
1295,no ive just really pollen allergy thats all i have,no   i just really pollen allergy thats all i have,ive -> i,1,,0,,0,9
1296,yes yeah * just **** hay fever,yes yeah i just take   a fever,hay -> a,1,,0,i; take,2,4
1297,but im im really struggling quite a lot at work at the moment its been quite difficult feeling so uh tired all the time,but im im really struggling quite a lot of work at the moment its been quite difficult feeling so uh tired all the time,at -> of,1,,0,,0,23
1298,mmm moderate alcohol intake ** yeah i dont drink too much,*** moderate alcohol intake uh yeah i dont drink too much,,0,mmm,1,uh,1,9
1299,ok that **** **** sounds great thank you so much for your help i i think yeah i can come straight into central london today to get that sorted,ok that that that sounds great thank you so much for your help i i think yeah i can come straight into central london today to get that sorted,,0,,0,that; that,2,27
1300,um and yeah just generally quite tired and unwell  im sweating during the the the night im quite cold,um and yeah just generally quite tired and unwell and sweating during the the the night  i quite cold,im -> and; im -> i,2,,0,,0,17
1301,yes **** yes quite interchangeable not really a pattern to it,yes yeah its quite interchangeable not really a pattern to it,yes -> its,1,,0,yeah,1,9
1302,uh ive been trying to like take ibuprofen and paracetamol just to from over the counter but its not really helping just been taking the recommended dose every day of those,uh ive been trying to like take ibuprofen and paracetamol just uh from over the counter but its not really helping just been taking the recommended dose every day of those,to -> uh,1,,0,,0,30
1303,perhaps slightly yes but im still experiencing these symptoms so * it ** does take the edge off  a bit,perhaps slightly yes but im still experiencing these symptoms so i it it does take the edge off of  it,a -> of; bit -> it,2,,0,i; it,2,16
1304,that you still cant move and and what time did you wake up you said it was an hour *** youre sure about that,so you still cant move and and what time did you wake up you said it was an hour are   you sure about that,that -> so; youre -> you,2,,0,are,1,21
1305,k um does your hand feel cold,ok um does your hand feel cold,k -> ok,1,,0,,0,6
1306,ok and its   to your on your left side have you had any symptoms in your left leg at all,ok and its your   le on your left side have you had any symptoms in your left leg at all,to -> your; your -> le,2,,0,,0,18
1307,now um i cant see you its its **** * telephone appointment *** have you noticed any kind of um asymmetry in your face or did your face expression look different on one side compared to the other or anything different at all,now um i cant see you its its just a telephone appointment but have you noticed any kind of um asymmetry in your face or did your face expression look different on one side compared to the other or anything different at all,,0,,0,just; a; but,3,40
1308,hi this this is doctor deen mirza from gp at hand,hi this this is doctor dean mezza from gp  i  had,deen -> dean; mirza -> mezza; at -> i; hand -> had,4,,0,,0,7
1309,ok so um you have some difficulties swallowing is that right,ok so um you  had some   difficulty swallowing is that right,have -> had; difficulties -> difficulty,2,,0,,0,9
1310,ok any problems with your speech is your is your is your speech different to how it um sounds normally,ok any problems with your speech is your is your is your speech different ** how it um sounds normally,,0,to,1,,0,19
1311,ok is there anyone at home with you **,ok is there anyone at home with you ok,,0,,0,ok,1,8
1312,ok so um thats something that can be dealt with but it needs to be dealt with as an emergency in   a hospital,ok so um thats something that can be dealt with but it needs to be dealt with as an emergency in the hospital,a -> the,1,,0,,0,22
1313,yeah im im happy to do that um what we need to do is to make sure that theyve got access to you when you come so um maybe you could uh leave the front door um unlocked ** sit in the hallway but im gonna arrange one of my colleagues next to me to um call an ambulance to your home address now,yeah im im happy to do that um what we need to do is to make sure that theyve got access to you when you come so um maybe you could uh leave the front door um unlocked to sit in the hallway but im gonna arrange one of my colleagues next to me to um call an ambulance to your home address now,,0,,0,to,1,63
1314,so thats being done right now as we speak uh while were waiting for that im just gonna ask you a few more questions is that ok,** thats being done right now as we speak um while were waiting for that im just gonna ask you a few more questions is that ok,uh -> um,1,so,1,,0,25
1315,all right so ** before we start your appointment could i please confirm your full name and date of birth,*** right so um before we start your appointment could i please confirm your full name and date of birth,,0,all,1,um,1,18
1316,** and um are you normally living alone,ok and um are you normally living alone,,0,,0,ok,1,7
1317,k do you smoke at all,ok do you smoke at all,k -> ok,1,,0,,0,5
1318,so ** what what drinks are we talking about,so uh what what drinks are we talking about,,0,,0,uh,1,8
1319,how are you feeling now have you got the symptoms right now still that um,how are you feeling now have you got the symptoms right now still  the um,that -> the,1,,0,,0,14
1320,ok all right so the ambulance is on its way all right um and what theyre going to do is theyll probably take you down to um the local hospital  a and    e  and then theyll they will ring through for the um the stroke doctor to assess you to see whether they can give you any kind of um,ok all right so the ambulance is on its way all right um and what theyre going to do is theyll probably take you down to um the local hospital ae and then they will ****** they will ring through for the um the stroke doctor to assess you to see whether they can give you any kind of um,a -> ae; e -> then; and -> they; then -> will,4,theyll,1,,0,55
1321,treatment for that ok so   no worry theyre theyre on their way um and what im gonna do is im gonna stay on the line until they reach there just to make sure that youre ok,treatment for that ok so dont worry theyre theyre on their way um and what im gonna do is im gonna stay on the line until they reach there just to make sure that youre ok,no -> dont,1,,0,,0,35
1322,um not at the moment no ** not at the moment just uh make sure **** the the front doors open sit in the hallway by the front door so that theyve got access if needs be if for any reason you cant open the front door ok um,um not at the moment no no not at the moment just uh make sure that the the front doors open sit in the hallway by the front door so that theyve got access if needs be if for any reason  we cant open the front door ok um,you -> we,1,,0,no; that,2,46
1323,all right then so * **  ill    be staying on the line and well and well wait until the ambulance comes,all right then so i im just gonna    stay on the line and well and well wait until the ambulance comes,ill -> just; be -> gonna; staying -> stay,3,,0,i; im,2,16
1324,yeah im still here youll tell yeah,yeah im still here ***** tell  yup,yeah -> yup,1,youll,1,,0,5
