sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1057,my television and  computer seem out of focus even though i have new glasses,my television and computers seem out of focus even though i have new glasses,computer -> computers,1,,0,,0,13
1058,i have a break in the skin inside one of my nostrils that has become infected and ** is now filled with pus,i have a break in the skin inside one of my  nostril that has become infected and it is now filled with pus,nostrils -> nostril,1,,0,it,1,21
1059,i complain * alot with my neck pain and i really need to be better,i complain a  lot with my neck pain and i really need to be better,alot -> lot,1,,0,a,1,13
1060,my stomach feels starts hurting but then it feels better after i eat something **** mild,my stomach feels starts hurting but then it feels better after i eat something with milk,mild -> milk,1,,0,with,1,14
1061,chronic bone disease at the level of the doubles of the lower estremidades,chronic bone disease at the level of the doubles of the lower     extremis,estremidades -> extremis,1,,0,,0,12
1062,my hair is falling when i am      combing it,my hair is falling when i am accommodated **,combing -> accommodated,1,it,1,,0,7
1063,sometimes i feel like a claw on my chest that leaves me breathless,sometimes i feel like a clog on my chest that leaves me breathless,claw -> clog,1,,0,,0,12
1064,my son had his lip pierced and  it is swollen and the skin inside on his lip is grey and looks infected,my son had his lip pierced and its ** swollen and the skin inside of his lip is gray and looks infected,it -> its; on -> of; grey -> gray,3,is,1,,0,18
1065,i have pimples  in patches along with a lot of redness on my face,i have pimples and patches along with a lot of redness on my face,in -> and,1,,0,,0,13
1066,* im having a hard time reading because the letters are all    fuzzy,i am having a hard time reading because the letters are all possible,im -> am; fuzzy -> possible,2,,0,i,1,10
1067,i was  kicked in the head playing soccer last night,i was kidding ** the head playing soccer last night,kicked -> kidding,1,in,1,,0,8
1068,i get terrible headaches every few months and when i get them my vision is affected,i get terrible  headache every few months and when i get them my vision is affected,headaches -> headache,1,,0,,0,15
1069,i fell a stiffness in my elbows and shoulders,i felt a stiffness in my elbows and shoulders,fell -> felt,1,,0,,0,8
1070,i got a divorce last year and i just cant stop dwelling on how to ** get revenge on my ex husband,i got a divorce last year and i just cant stop dwelling on how to to get revenge on my ex husband,,0,,0,to,1,21
1071,im suffering from * sharp cough accompanied by phlegm,im suffering from a sharp cough accompanied by   plan,phlegm -> plan,1,,0,a,1,7
1072,i have a pain in my  joint,i have a pain in my joints,joint -> joints,1,,0,,0,6
1073,when i brush my hair i  notice big clumps of hair coming out in the brush,when i brush my hair i noticed big  clums of hair coming out in the brush,notice -> noticed; clumps -> clums,2,,0,,0,14
1074,i have a  split on my thumb that will not heal,i have a splint on my thumb that will not heal,split -> splint,1,,0,,0,10
1075,chronic disease of hair follicles and sebaceous glands,chronic disease of hair follicles  in sebaceous glands,and -> in,1,,0,,0,7
1076,my stomach aches after i drink any **** soda drink why,my stomach aches after i drink any sort   of drink why,soda -> of,1,,0,sort,1,9
1077,i feel discomfort ******* throughout the body in general,i feel discomfort through        how the body in general,throughout -> how,1,,0,through,1,7
1078,i was playing football and ******* injuried with joint pain,i was playing football and injured       it with joint pain,injuried -> it,1,,0,injured,1,8
1079,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
1080,i feel like i went to an  acupunctures practice and had one hundred needles in my shoulder,i feel like i went to an acupuncturist practice and had one hundred needles in my shoulder,acupunctures -> acupuncturist,1,,0,,0,16
1081,i have a cut that has ** become  red and oozes puss,i have a cat that has to become bred and     s puss,cut -> cat; red -> bred; oozes -> s,3,,0,to,1,8
1082,i cant see the  sign i have a blurry vision,i cant see the signs i have a blurry vision,sign -> signs,1,,0,,0,9
1083,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
1084,i cut my hand a couple of days ago and although i didnt think  i needed it stitches it hasnt closed up,i cut my head a couple ** days ago and although i didnt think it needed ** stitches it hasnt closed up,hand -> head; i -> it,2,of; it,2,,0,18
1085,* im not hearing well i have ** problem with   my  ear,i am not hearing well i have oh    yeah yeah yeah yeah,im -> am; problem -> yeah; with -> yeah; my -> yeah; ear -> yeah,5,,0,i; oh,2,5
1086,i feel like l fell in hot water,i feel like i fell in hot water,l -> i,1,,0,,0,7
1087,have * severe cold and cough,have a severe cold and cough,,0,,0,a,1,5
1088,my foot had been  aching since last   tuesday,my foot *** been itching since last wednesday,aching -> itching; tuesday -> wednesday,2,had,1,,0,5
1089,*  ive tried reading books but nothing can cheer me up,i have tried reading books but nothing  uh ***** ** **,ive -> have; can -> uh,2,cheer; me; up,3,i,1,5
1090,my  kee is swallowing which indicates i have an infected wound,my knee is    swollen which indicates i have an infected  bone,kee -> knee; swallowing -> swollen; wound -> bone,3,,0,,0,8
1091,i have found some issues in my skin and tried to use cream but it ** **** doesnt get better,i have found some issues in my skin and tried to use cream but it is does    not get better,doesnt -> not,1,,0,is; does,2,17
1092,when i stand i feel dizzy i ****   do not know why,when i stand i feel dizzy i dont want  to know why,do -> want; not -> to,2,,0,dont,1,9
1093,everything looks like beeing  in a smoky area,everything looks like  being any * smoky ****,beeing -> being; in -> any,2,a; area,2,,0,4
1094,i have    a red rash that is itchy on my skin,i have read the rash that it    it on my skin,a -> read; red -> the; is -> it; itchy -> it,4,,0,,0,7
1095,i feel like the world goes ***** round and round,i feel like *** world goes round round and round,,0,the,1,round,1,8
1096,i have ** **** * **** pain like needles in my joints,i have no pain i have pain like needles in my joints,,0,,0,no; pain; i; have,4,8
1097,i  notice a lot ** more hair coming out than usual when i brush my hair,i noticed a lot uh more hair   ming out than usual when i brush my hair,notice -> noticed; coming -> ming,2,,0,uh,1,13
1098,i feel cold when * ** ***** **** the night comes,i feel cold when i at night when the night comes,,0,,0,i; at; night; when,4,7
1099,my  heart hurts while im  sad why,my hearts  went while  i said why,heart -> hearts; hurts -> went; im -> i; sad -> said,4,,0,,0,3
1100,i have   a  hard pain in my stomach,i have had heart pain in my *******,a -> had; hard -> heart,2,stomach,1,,0,5
1101,*  ive noticed my hair falling out a lot lately,i have noticed my hair falling out a lot lately,ive -> have,1,,0,i,1,8
1102,i always feel * like   i have menstrual pains even if i ***** dont have my period,i always feel i like one   st      pain ***** even if i found   my have my period,i -> one; have -> st; menstrual -> pain; dont -> my,4,pains,1,i; found,2,10
1103,i feel a great pain in my shoulder joint and it does not go away,i have a great pain in my shoulder joint and it does not go away,feel -> have,1,,0,,0,14
1104,in **** highschool i **** * * had a lot of   acne,in high     school i have a i had a lot of accent,highschool -> school; acne -> accent,2,,0,high; have; a; i,4,6
1105,heart aches so much,heart    is so much,aches -> is,1,,0,,0,3
1106,my  shoulder aches when i try to lift five pounds,my shoulders aches when i try to lift five    lbs,shoulder -> shoulders; pounds -> lbs,2,,0,,0,8
1107,the worst headache was during a hangover in my twenties i   sincerely thought i was going to die from brain inflammation,the worst headache was during a hangover in ** twenties i essentially thought i was going to die from brain inflammation,sincerely -> essentially,1,my,1,,0,19
1108,my hair always falls out and i have lost a lot of  hair lately,my hair always falls out and i have lost a lot of hairs lately,hair -> hairs,1,,0,,0,13
1109,i had internal pain and  gases when i ate indian **** spicy food yesterday,i had internal pain and gasses when i ate indian this    is food yesterday,gases -> gasses; spicy -> is,2,,0,this,1,11
1110,i feel a great amount of pressure on the sides of my neck,i feel * great amount of pressure on the  side of my neck,sides -> side,1,a,1,,0,11
1111,every time i make an effort i felt dizzy,every time i make an effort i feel dizzy,felt -> feel,1,,0,,0,8
1112,i feel  aching on my insides,i feel itching on my  inside,aching -> itching; insides -> inside,2,,0,,0,4
1113,i have a headache almost ****** every day,i have a headache almost almost every day,,0,,0,almost,1,7
1114,i feel like something is squeezing ****  my lungs,i feel like something is squeezing down the lungs,my -> the,1,,0,down,1,7
1115,my ** body feels like its in   a refrigerator,my my body feels like its in our refrigerator,a -> our,1,,0,my,1,7
1116,i cut my foot ** at the pool and it breaks ** open every day when i walk on it,i cut my foot to at the pool and it breaks it open every day when i walk on it,,0,,0,to; it,2,18
1117,my chest hurts when i go **** to take a  breath,my chest hurts when i go home to take a breathe,breath -> breathe,1,,0,home,1,9
1118,i wish this excruciating feeling of loss could ** go away,i wish this excruciating feeling of loss could do go away,,0,,0,do,1,10
1119,i have a  migrain and i took **** * panadol but *   it doesnÕt help,i have a migraine *** i took iran a     lot but i does      not help,migrain -> migraine; panadol -> lot; it -> does; doesnÕt -> not,4,and,1,iran; a; i,3,7
1120,i hit the ground when trying to shoot a basketball,i hit the ground  and trying to shoot a     basket,when -> and; basketball -> basket,2,,0,,0,8
1121,when * im too high i start to feel dizzy,when i am too high i start to feel dizzy,im -> am,1,,0,i,1,8
1122,there is a sharp pain in my  bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my biceps i have tried to apply pain relief cream but it does not help,bicep -> biceps,1,,0,,0,20
1123,i have a rash on my skin,i  had a rash oh my skin,have -> had; on -> oh,2,,0,,0,5
1124,i feel a sharp pain in the stomach after eating,i feel a sharp pain in the stomach after     it,eating -> it,1,,0,,0,9
1125,i have a back pain since i turned seventy years old,i have a back pain since i turned  twenty years old,seventy -> twenty,1,,0,,0,10
1126,i have a pain in my  muscle,i have a pain in my muscles,muscle -> muscles,1,,0,,0,6
1127,my child has cough all night *** she cant sleep,my child has cough all night and she cant sleep,,0,,0,and,1,9
1128,i feel like *  ive always got something in my throat,i feel like i have always got something in my throat,ive -> have,1,,0,i,1,9
1129,i cant walk well i have an ache in my foot,i cant walk well i have an acne in my foot,ache -> acne,1,,0,,0,10
1130,there is a constant tickle in  my throat,there is a constant tickle in the throat,my -> the,1,,0,,0,7
1131,i may have overdone it with the ******* ****** weightlifting because i am afraid i may have torn a muscle on my back,i may have overdone it with the wedding weight       lifting because i am afraid i may have torn a muscle on my back,weightlifting -> lifting,1,,0,wedding; weight,2,20
1132,i feel emotionally crushed,i feel emotionally trusted,crushed -> trusted,1,,0,,0,3
1133,my body aches on  the inside between my hips and shoulders,my body    is on this inside between my  hip and  shoulder,aches -> is; the -> this; hips -> hip; shoulders -> shoulder,4,,0,,0,7
1134,there are times when i feel crushed under a huge weight and no air passing to my lungs it actually scares the hell out of **   me when it happens,there are times when i feel pressed under a huge weight and no air passing on my lungs  i actually scares the hell out of my knee when it happens,crushed -> pressed; to -> on; it -> i; me -> knee,4,,0,my,1,25
1135,my throught is so sore,my   throat is so ****,throught -> throat,1,sore,1,,0,3
1136,i walked a long for three         km i feel pain in my foot like foot ache,i walked a long for three kilometers i feel pain in my foot like foot  and,km -> kilometers; ache -> and,2,,0,,0,14
1137,i get * *** big patches of irritated pimples on my back and they hurt **,i get i get big patches of irritated pimples on my back and they hurt it,,0,,0,i; get; it,3,13
1138,i feel pain in the knee when walking,i feel pain in the knee  and walking,when -> and,1,,0,,0,7
1139,sometimes my body feels week without reason,sometimes my body feels weak without ******,week -> weak,1,reason,1,,0,5
1140,what *** *** helps cuts heal faster,what has got   the hell  for    you,helps -> the; cuts -> hell; heal -> for; faster -> you,4,,0,has; got,2,1
1141,i get chills and  aches all over,i get chills and itches all over,aches -> itches,1,,0,,0,6
1142,i have a rash and it ** itches very bad,i have a rest and it is   just very bad,rash -> rest; itches -> just,2,,0,is,1,7
1143,my sore ** isnt healing well and its been like this for two weeks,my sore is  not healing well and its been like this for two weeks,isnt -> not,1,,0,is,1,12
1144,i hit myself and the would doesnt want to heal,i hit myself and the wound doesnt want to heal,would -> wound,1,,0,,0,9
1145,my hair is falling out in ** bunches,my hair is falling out in my   chest,bunches -> chest,1,,0,my,1,6
1146,i feel chilly like an ice cube my sister said that she needs several blankets to cover her so that she is warm enough,i feel chilly like an ice cube my sister said that she needs several  blanket to cover her so that she is warm enough,blankets -> blanket,1,,0,,0,23
1147,my heart is pumping fast and im having a hard time to    breath,my heart is pumping fast and im having a hard time to breathing,breath -> breathing,1,,0,,0,12
1148,**** whats the symptoms of appendicitis,what   are the symptoms of appendicitis,whats -> are,1,,0,what,1,4
1149,it feels like someone is hitting my head with a hammer i feel pain on the top of my head and it throbs,it feels like someone is hitting my head with a hammer i feel pain on the top of my head  it it throbs,and -> it,1,,0,,0,22
1150,i think theres fluid in my ears,i think theres fluid in my yard,ears -> yard,1,,0,,0,6
1151,i have a head pain every single day,i have a  had  but every single day,head -> had; pain -> but,2,,0,,0,6
1152,when i get out of bed in ** the morning my body feels very weak,when i get out of bed in in the morning my body feels very weak,,0,,0,in,1,14
1153,my knee doesnt want to bend well,my knee doesnt want to bend   be,well -> be,1,,0,,0,6
1154,there is   a tingling sensation in my neck,where is the tingling sensation in my neck,there -> where; a -> the,2,,0,,0,6
1155,i **** have   a very rash sensation close to my arms,i feel very red  and this       and close to my arms,have -> very; a -> red; very -> and; rash -> this; sensation -> and,5,,0,feel,1,5
1156,i have a cut that is red and swollen,i have a cat that is red and swollen,cut -> cat,1,,0,,0,8
1157,when ***  im driving my eyes see in double,when are you driving my eyes tea in double,im -> you; see -> tea,2,,0,are,1,6
1158,my heart feels like ** its going to explode,my heart feels like it  is going to explode,its -> is,1,,0,it,1,7
1159,after *     a breakup i feel something strange in me,after i break      up i feel something strange in me,a -> break; breakup -> up,2,,0,i,1,7
1160,my mind feels very sad as if it hurts the way i feel in my head is awful and when i think about my breakup i cry with sadness,my mind feels very sad as if it hurts the way i feel in my head is awful *** when i think about my breakup i cry with sadness,,0,and,1,,0,28
1161,mr hair is falling out just by combing it,my  ear is falling out just by combing it,mr -> my; hair -> ear,2,,0,,0,7
1162,***** theres swelling in my neck and it hurts,there     is swelling in my neck and it hurts,theres -> is,1,,0,there,1,7
1163,is  my cut infected or just healing,make got *** infected or just healing,is -> make; my -> got,2,cut,1,,0,4
1164,my acne is really ************ embarassing its so  read,my acne is really embarrassing          it  is so weird,embarassing -> it; its -> is; read -> weird,3,,0,embarrassing,1,5
1165,my head hurts in the back and the pain  lasts all   day,my head hurts in the back and *** pain knocks  in there,lasts -> knocks; all -> in; day -> there,3,the,1,,0,8
1166,*  ive been over my cold for weeks but * still cough every day,i have been over my cold for weeks but i still cough every day,ive -> have,1,,0,i; i,2,11
1167,i hit my head at the basketball game could i have a concussion,i hit my head at the basketball camp could i have a concussion,game -> camp,1,,0,,0,12
1168,my husband left me for another *** woman my heart hurts so badly to the point **** i cant eat or sleep,my husband left me for another boo   and my heart hurts so badly to the point that i  can eat or sleep,woman -> and; cant -> can,2,,0,boo; that,2,18
1169,after eating i have burning ****** sensation inside of me,after eating i have burning senses        on inside of me,sensation -> on,1,,0,senses,1,8
1170,i cannot get warm no matter how much i wrap up or how high i put the heating on,i cannot get  one no matter how much i wrap up or how high i put the heating on,warm -> one,1,,0,,0,18
1171,my knees  seem to grind as i go up  or down *** stairs,my knees seems to  grin as i go up and down the stairs,seem -> seems; grind -> grin; or -> and,3,,0,the,1,9
1172,after playing tennis i had a powerful sensation close to my neck,after playing tennis i had a powerful       and close to my neck,sensation -> and,1,,0,,0,11
1173,i have pain in my chest that saddens me,i have pain in my chest that  sudden me,saddens -> sudden,1,,0,,0,8
1174,*  ive got a hard time to  breath am i having a heart attack,i have got a hard time to breathe am i having a heart attack,ive -> have; breath -> breathe,2,,0,i,1,11
1175,my acne itches and oozes,my acne itches and   oos,oozes -> oos,1,,0,,0,4
1176,i cant hear out of my ear properly i feel like there is something in it causing irritation,i cant hear out ** my ear properly i feel like there is something in it causing irritation,,0,of,1,,0,17
1177,i feel head     ache,i feel    a headache,head -> a; ache -> headache,2,,0,,0,2
1178,i have an     ear ache when showering,i have an earache **** when showering,ear -> earache,1,ache,1,,0,5
1179,i have difficulty   in breathing in crowded places,i have difficulty even breathing in crowded places,in -> even,1,,0,,0,7
1180,i m feeling cold though the temperature is high,im * feeling cold though the temperature is high,i -> im,1,m,1,,0,7
1181,i *** dont have full range of motion with my arms,i don    t have full range of motion with my arms,dont -> t,1,,0,don,1,9
1182,it is hard to  breath when i am in the underground metro station why,it is hard to breathe when i am in the underground metro station why,breath -> breathe,1,,0,,0,13
1183,i have  throbing in my shoulder,i have throbbing in my shoulder,throbing -> throbbing,1,,0,,0,5
1184,i was diagnosed with pneumonia *** i cant  breath easily,i was diagnosed with pneumonia and i cant breathe easily,breath -> breathe,1,,0,and,1,8
1185,the warming system of my house is broken and  feel so cold,the     war system of my house is broken and feels so cold,warming -> war; feel -> feels,2,,0,,0,10
1186,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,i  traveled by plane a few days ago and this time during landing my ears remained clogged and painful,travelled -> traveled,1,,0,,0,18
1187,my shoulder has * agreat pain,my shoulder has a  great pain,agreat -> great,1,,0,a,1,4
1188,i feel increased heart rate with prick,i feel increased heart rate with   pri,prick -> pri,1,,0,,0,6
1189,**** his infected wound was beginning to rot,this  is infected wound was beginning to rot,his -> is,1,,0,this,1,6
1190,i feel something hurt me  in taking  breath and i cant take my breath,i feel something hurt me and taking breaths and i cant take my breath,in -> and; breath -> breaths,2,,0,,0,12
1191,my kneecap feels like it is grating bone on bone when i walk,my kneecap feels like it is grading bone on bone when i walk,grating -> grading,1,,0,,0,12
1192,i feel cold although we are in *** summer,we feel cold although we are in the summer,i -> we,1,,0,the,1,7
1193,i have a foot ache in winter or when it feels cold why,i have a foot   ae in winter or when it feels cold why,ache -> ae,1,,0,,0,12
1194,yesterday i had a  shouder pain,yesterday i had a shoulder pain,shouder -> shoulder,1,,0,,0,5
1195,annoyance starts suddenly often after an injury or exercise,annoyance starts suddenly often after an injury or       or,exercise -> or,1,,0,,0,8
1196,i tried * alot of cream but i still feel the same skin problem,i tried a  lot of cream but i still feel the same skin problem,alot -> lot,1,,0,a,1,12
1197,i have  a     ear ache when i go to the pool,i have an earache **** when i go to the pool,a -> an; ear -> earache,2,ache,1,,0,8
1198,my body feels weak and i tried to make it relax but it ***** stills pain me,my body feels weak and i tried to make it relax but it still    has pain me,stills -> has,1,,0,still,1,15
1199,i have disterbance in my emotion,i have disturbance in my emotion,disterbance -> disturbance,1,,0,,0,5
1200,i have shooting pain in my kneecap after working out,i  had shooting pain in my kneecap after working out,have -> had,1,,0,,0,9
1201,when get up i found that i have a stomach ache and i tried to take medecine but my stomach ** still hurting me,when get up i found that i have a stomach ache and i tried to take medicine but my stomach is still hurting me,medecine -> medicine,1,,0,is,1,22
1202,i have blurred vision,i have blurred issues,vision -> issues,1,,0,,0,3
1203,glass broken and wound my leg ** badly the wound is so wide,last broken and wound my leg so badly the wound is so wide,glass -> last,1,,0,so,1,11
1204,this long  scar on my left buttock is from falling off my mountain bike,this long scare on my left buttock is from falling  on my mountain bike,scar -> scare; off -> on,2,,0,,0,12
1205,i cough a lot when i smell *** perfume what is wrong with my lungs,i cough a lot when i smell per  phlegm what is wrong with my lungs,perfume -> phlegm,1,,0,per,1,13
1206,i fell through a window while i was cleaning it and i have a shard of glass stuck in my left eye i think it is pretty serious please help,i fell through a window while i was cleaning it and i have a shard of glass stick in my left eye i think it is pretty serious please help,stuck -> stick,1,,0,,0,29
1207,my hair is falling without a reason i can see a lot of hair on my working desk,my  air is falling without * reason i can see a lot of  air on my walking desk,hair -> air; hair -> air; working -> walking,3,a,1,,0,14
1208,i feel pain in my shoulders when i write on the keyboard,i feel pain in my  shooters when i write on the keyboard,shoulders -> shooters,1,,0,,0,11
1209,my knee hurts when i play  squash,my knee hurts when i play squatch,squash -> squatch,1,,0,,0,6
1210,i dont have problems taking in breath but  out breath is so heavy,i dont have problems taking in briefs but your briefs is so heavy,breath -> briefs; out -> your; breath -> briefs,3,,0,,0,10
1211,i had a collision while playing soccer my knee buckled      and now its unstable,i had a collision while playing soccer my knee buckled although *** its unstable,and -> although,1,now,1,,0,12
1212,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear is ok but the right one feels like its being stubbed with a nail,stabbed -> stubbed,1,,0,,0,16
1213,i feel heart pain when i walk a lot,i feel earth pain when i work a lot,heart -> earth; walk -> work,2,,0,,0,7
1214,chronic disease of hair follicles and sebaceous glands,chronic disease of  air follicles  on   severus glands,hair -> air; and -> on; sebaceous -> severus,3,,0,,0,5
1215,there is pain in the muscles i do not know caused,there is pain in the  muscle i do not know caused,muscles -> muscle,1,,0,,0,10
1216,the pain feels like its right below the skin,the  pen feels like its right below the skin,pain -> pen,1,,0,,0,8
1217,i feel cold and chills even though my clothes are heavy,i feel cold and chills even  socks my clothes are     a,though -> socks; heavy -> a,2,,0,,0,9
1218,when i go to stand my head starts ******* swirling,when i go to stand my head starts feeling       it,swirling -> it,1,,0,feeling,1,8
1219,the last time i clipped my toenails i cut them too short and now i have an infected nail,so last time i clipped my toenails i cut them too short and  no i have an affected male,the -> so; now -> no; infected -> affected; nail -> male,4,,0,,0,15
1220,i cant stop coughing,i  can stop coughing,cant -> can,1,,0,,0,3
1221,my  shoulder hurts me so much,my shoulders hurts me so much,shoulder -> shoulders,1,,0,,0,5
1222,i feel pain in my legs muscles after i ran yesterday i took some pain killers but it doesnt help,i feel pain in my legs  muscle after i run yesterday i took some pain killers but it doesnt help,muscles -> muscle; ran -> run,2,,0,,0,18
1223,i have a great pain in my thorax from heart injury,i have a great pain in my   tras from earth injury,thorax -> tras; heart -> earth,2,,0,,0,9
1224,when i eat i feel my stomach hurts,when i eat i feel my stomach  hurt,hurts -> hurt,1,,0,,0,7
1225,i feel a sharp pain in my head when i think too hard,i feel a sharp pain in my head when i  seem  to  out,think -> seem; too -> to; hard -> out,3,,0,,0,10
1226,my left side ******* aches much,my left side touches    my   dr,aches -> my; much -> dr,2,,0,touches,1,3
1227,i was diagnosed with * ****** b12deficiency anemia which explains why i always felt cold,i was diagnosed with b twelve    deficiency anemia which explains why i always felt cold,b12deficiency -> deficiency,1,,0,b; twelve,2,12
1228,hearing any loud sounds makes my ear aches,hearing any lung sounds  make my ear aches,loud -> lung; makes -> make,2,,0,,0,6
1229,i have a foot ache although i dont walk a lot,i have a foot    a     also i dont walk a lot,ache -> a; although -> also,2,,0,,0,9
1230,he was discovered to have an open wound,it was discovered to  add an open wound,he -> it; have -> add,2,,0,,0,6
1231,i have a sharp pain and clicking sound in my ankle joint when i try to stand on it and walk,i have a sharp pain and clicking  soon in my ankle joint when i try to stand on it and work,sound -> soon; walk -> work,2,,0,,0,19
1232,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i carried a    av bag yesterday and when i get up today i felt a great shoulder pain,heavy -> av,1,,0,,0,17
1233,i have a feeling like my whole body is complaining,i have a feeling like my  work body is complaining,whole -> work,1,,0,,0,9
1234,i have an ear ache that wont go away i dont have a cold or headache or any other symptoms just an *** earache,i have an ear ache that wont go away i dont have a cold or headache or any other symptoms just an ear    ache,earache -> ache,1,,0,ear,1,22
1235,i have a pain in my trapes,i have a pain in my  traps,trapes -> traps,1,,0,,0,6
1236,i get clusters of *** whiteheads and ***** blackheads on my back,i get clusters of eye      heads and black       aids on my back,whiteheads -> heads; blackheads -> aids,2,,0,eye; black,2,8
1237,i think i overdid it when i carried all that **** lumber from the yard my lower back is killing me,i think i overdid it when i carried all that lumb   bell from the real my lower back is killing me,lumber -> bell; yard -> real,2,,0,lumb,1,18
1238,my stomach aches when i eat hot food why,my stomach aches when i eat  od food why,hot -> od,1,,0,,0,8
1239,i suffered a deep wound in my hand and i    can not stop the bleeding,i suffered a deep pound in my hand and i cannot *** stop the bleeding,wound -> pound; can -> cannot,2,not,1,,0,12
1240,i have a blurry vision after my head was hit yesterday,i have a blurry vision after my head was  it yesterday,hit -> it,1,,0,,0,10
1241,i am having problems seeing things feel like a cloud on my eyes everything is blurry,i am having problems seeing   this feel like a cloud on my eyes everything is blurry,things -> this,1,,0,,0,15
1242,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time i  traveled by plane and i still have a discomfort in my ears,travelled -> traveled,1,,0,,0,19
1243,i have a problem in my back i cannot extend it,i have a problem in my back i cannot  stand it,extend -> stand,1,,0,,0,10
1244,red flushes accompanied with itchy,red   flues accompanied with  itch,flushes -> flues; itchy -> itch,2,,0,,0,3
1245,after an hard working day i have foot ache,after  a hard working day i  put   it ****,an -> a; have -> put; foot -> it,3,ache,1,,0,5
1246,there is a sharp pain in my bicep,theres ** a sharp pain in my bicep,there -> theres,1,is,1,,0,6
1247,i walked a long for three km i feel pain in my foot like foot ache,i worked a long for three ** * **** **** ** ** **** **** **** ****,walked -> worked,1,km; i; feel; pain; in; my; foot; like; foot; ache,10,,0,5
1248,the arches of my feet hurt when i wear heels,thought ****** of my feet  are when i  get heels,the -> thought; hurt -> are; wear -> get,3,arches,1,,0,6
1249,i never had any acne  problem until my last pregnancy when all of a sudden my back got covered in zits,i never had any acne problems    in my life ********* **** all of * ****** my **** *** ******* ** ****,problem -> problems; until -> in; last -> life,3,pregnancy; when; a; sudden; back; got; covered; in; zits,9,,0,9
1250,when i stand up too quickly i start to feel dizzy         and lightheaded,when i stand up too quickly i start to feel dizzy enlightened ***********,and -> enlightened,1,lightheaded,1,,0,11
1251,these red spots on my cheeks are  new what is it,these red spots on my cheeks   i mean what is it,are -> i; new -> mean,2,,0,,0,9
1252,i am worried how cold intolerant  i  am i am ** always shivering even out in the sun,im ** worried how cold         in to and i am im   also        si even out in the sun,i -> im; intolerant -> in; i -> to; am -> and; always -> also; shivering -> si,6,am,1,im,1,10
1253,my son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected,my  so nipped his neck with an old   rar and that spot has become inflamed and looks like it is       in,son -> so; nicked -> nipped; razor -> rar; infected -> in,4,,0,,0,17
1254,*  ive noticed my hair falling out a lot lately,i have noticed my hair falling out a lot ******,ive -> have,1,lately,1,i,1,7
1255,it **** started as a tinnitus but today the pain is throbbing and unbearable,it just started as * tinnitus but today the pain is throbbing and unbearable,,0,a,1,just,1,12
1256,i wish this excruciating feeling of loss could go away,i wish this excruciating feeling of loss  will go away,could -> will,1,,0,,0,9
1257,i have whooping cough with excess mucous  need mucolytic,i have whooping cough with    ace  mucus needs mucolytic,excess -> ace; mucous -> mucus; need -> needs,3,,0,,0,6
1258,*  ive tried reading books but nothing can cheer me up,i have tried reading books but nothing can share me up,ive -> have; cheer -> share,2,,0,i,1,8
1259,pain in the large neck,pain in the right neck,large -> right,1,,0,,0,4
1260,i have a wound between my toes that gets better overnight and then reopens  ever day when i wear dress shoes to work,i have a   one between my toes that gets better overnight and then reopens every day when i **** ***** ***** ** ****,wound -> one; ever -> every,2,wear; dress; shoes; to; work,5,,0,16
1261,**** when i tried to answer the phine call i found that i cant hear the voice of the speaker,stop when i tried to answer the phone call i found that i cant hear the voice of the speaker,phine -> phone,1,,0,stop,1,18
1262,i stopped sports because i get injury from sports,i stopped sports because i get injury from ******,,0,sports,1,,0,8
1263,i hit the ground when trying to shoot a basketball,i hit the ground  and trying to shoot a basketball,when -> and,1,,0,,0,9
1264,i cant move my shoulder because of pain,i cant move my   solder because of ****,shoulder -> solder,1,pain,1,,0,6
1265,my head is so heavy * cant think normally,my head is so heavy i cant think normally,,0,,0,i,1,8
1266,i feel sad like hurt or pain,i feel sad like what ok ****,hurt -> what; or -> ok,2,pain,1,,0,4
1267,the feeling of coughing increases in winters reach,the feeling of ******** increases in ******* *****,,0,coughing; winters; reach,3,,0,5
1268,i feel fluid trying to come up when i cough,i feel still trying to come up when i    go,fluid -> still; cough -> go,2,,0,,0,8
1269,feels like there are pins and needles sticking in my joints,feels like    uh *** pins and needles sticking in my joints,there -> uh,1,are,1,,0,9
1270,i cannot bear this squeezing sensation i have in my chest,i cannot hear this breathing sensation i have in my chest,bear -> hear; squeezing -> breathing,2,,0,,0,9
1271,every time it rains i get hives on my belly and sides,every time it train i get ***** ** ** ***** *** *****,rains -> train,1,hives; on; my; belly; and; sides,6,,0,5
1272,i feel pain in my  knee,i feel pain in my knees,knee -> knees,1,,0,,0,5
1273,i noticed an important decrease in my vision when i   try to look at things up close,i noticed an important decrease in my vision when i tried to look at things up close,try -> tried,1,,0,,0,16
1274,i suffered a deep wound in my hand and i    can not stop the bleeding,i suffered a deep wound in my hand and i cannot *** stop the bleeding,can -> cannot,1,not,1,,0,13
